serial_number,type,model,id_code,tag_code_space,owner_pi,id_pk,activation_date,min_delay,max_delay,power,end_date,file,estimated_lifetime,sensor_type,frequency,acoustic_tag_type,min_delay_step2,max_delay_step2,power_step2,min_delay_step3,max_delay_step3,power_step3,duration_step1,duration_step2,duration_step3,manufacturer_fk,intercept,slope,owner_group_fk,thelma_converted_code,financing_project_fk,acceleration_on_sec_step1,acceleration_on_sec_step2,acceleration_on_sec_step3,min_delay_step4,max_delay_step4,power_step4,duration_step4,acceleration_on_sec_step4,range,units,accelerometer_algoritm,accelerometer_samples_per_second,sensor_transmit_ratio,tag_full_id,status,projectcode,scientific_name,animal_id_pk
1214111,Acoustic,V7-2x,34520,A69-1601,ANS MOUTON,652,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34520,ended,2013_albertkanaal,Salmo salar,2202
1214112,Acoustic,V7-2x,34521,A69-1601,ANS MOUTON,653,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34521,ended,2013_albertkanaal,Salmo salar,2203
1214113,Acoustic,V7-2x,34522,A69-1601,ANS MOUTON,654,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34522,ended,2013_albertkanaal,Salmo salar,2204
1219665,Acoustic,V13-1x,57451,A69-1601,PIETERJAN VERHELST,688,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57451,available,2015_phd_verhelst,Anguilla anguilla,598
1219666,Acoustic,V13-1x,57452,A69-1601,PIETERJAN VERHELST,689,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57452,available,2015_phd_verhelst,Anguilla anguilla,599
1219667,Acoustic,V13-1x,57453,A69-1601,PIETERJAN VERHELST,690,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57453,available,2015_phd_verhelst,Anguilla anguilla,600
1219668,Acoustic,V13-1x,57454,A69-1601,PIETERJAN VERHELST,691,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57454,available,2015_phd_verhelst,Anguilla anguilla,601
1219669,Acoustic,V13-1x,57455,A69-1601,PIETERJAN VERHELST,692,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57455,available,2015_phd_verhelst,Anguilla anguilla,602
1219670,Acoustic,V13-1x,57456,A69-1601,PIETERJAN VERHELST,693,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57456,available,2015_phd_verhelst,Anguilla anguilla,603
1219671,Acoustic,V13-1x,57457,A69-1601,PIETERJAN VERHELST,694,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57457,available,2015_phd_verhelst,Anguilla anguilla,604
1219672,Acoustic,V13-1x,57458,A69-1601,PIETERJAN VERHELST,695,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57458,available,2015_phd_verhelst,Anguilla anguilla,605
1219673,Acoustic,V13-1x,57459,A69-1601,PIETERJAN VERHELST,696,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57459,available,2015_phd_verhelst,Anguilla anguilla,606
1219674,Acoustic,V13-1x,57460,A69-1601,PIETERJAN VERHELST,697,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57460,available,2015_phd_verhelst,Anguilla anguilla,607
1219675,Acoustic,V13-1x,57461,A69-1601,PIETERJAN VERHELST,698,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57461,available,2015_phd_verhelst,Anguilla anguilla,608
1219676,Acoustic,V13-1x,57462,A69-1601,PIETERJAN VERHELST,699,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57462,available,2015_phd_verhelst,Anguilla anguilla,609
1214115,Acoustic,V7-2x,34524,A69-1601,ANS MOUTON,656,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34524,ended,2013_albertkanaal,Salmo salar,2206
1214116,Acoustic,V7-2x,34525,A69-1601,ANS MOUTON,657,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34525,ended,2013_albertkanaal,Salmo salar,2207
1214117,Acoustic,V7-2x,34526,A69-1601,ANS MOUTON,658,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34526,ended,2013_albertkanaal,Salmo salar,2208
1214118,Acoustic,V7-2x,34527,A69-1601,ANS MOUTON,659,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34527,ended,2013_albertkanaal,Salmo salar,2209
1214119,Acoustic,V7-2x,34528,A69-1601,ANS MOUTON,660,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34528,ended,2013_albertkanaal,Salmo salar,2210
1255024,Acoustic,V9-2x,47323,A69-1601,RAF BAEYENS,1419,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47323,ended,2013_albertkanaal,Anguilla anguilla,2295
1214120,Acoustic,V7-2x,34529,A69-1601,ANS MOUTON,661,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34529,ended,2013_albertkanaal,Salmo salar,2211
1214121,Acoustic,V7-2x,34530,A69-1601,ANS MOUTON,662,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34530,ended,2013_albertkanaal,Salmo salar,2212
1214122,Acoustic,V7-2x,34531,A69-1601,ANS MOUTON,663,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34531,ended,2013_albertkanaal,Salmo salar,2213
1214123,Acoustic,V7-2x,34532,A69-1601,ANS MOUTON,664,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34532,ended,2013_albertkanaal,Salmo salar,2214
1214124,Acoustic,V7-2x,34533,A69-1601,ANS MOUTON,665,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34533,ended,2013_albertkanaal,Salmo salar,2216
1214125,Acoustic,V7-2x,34534,A69-1601,ANS MOUTON,666,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34534,ended,2013_albertkanaal,Salmo salar,2215
1214126,Acoustic,V7-2x,34535,A69-1601,ANS MOUTON,667,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-34535,ended,2013_albertkanaal,Salmo salar,2217
1219679,Acoustic,V13-1x,57465,A69-1601,PIETERJAN VERHELST,702,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57465,available,2015_phd_verhelst,Anguilla anguilla,612
1219680,Acoustic,V13-1x,57466,A69-1601,PIETERJAN VERHELST,703,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57466,available,2015_phd_verhelst,Anguilla anguilla,613
1219681,Acoustic,V13-1x,57467,A69-1601,PIETERJAN VERHELST,704,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57467,available,2015_phd_verhelst,Anguilla anguilla,614
1219682,Acoustic,V13-1x,57468,A69-1601,PIETERJAN VERHELST,705,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57468,available,2015_phd_verhelst,Anguilla anguilla,615
1219683,Acoustic,V13-1x,57469,A69-1601,PIETERJAN VERHELST,706,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57469,available,2015_phd_verhelst,Anguilla anguilla,616
1219684,Acoustic,V13-1x,57470,A69-1601,PIETERJAN VERHELST,707,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57470,available,2015_phd_verhelst,Anguilla anguilla,617
1219685,Acoustic,V13-1x,57471,A69-1601,PIETERJAN VERHELST,708,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57471,available,2015_phd_verhelst,Anguilla anguilla,618
1219686,Acoustic,V13-1x,57472,A69-1601,PIETERJAN VERHELST,709,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57472,available,2015_phd_verhelst,Anguilla anguilla,619
1219687,Acoustic,V13-1x,57473,A69-1601,PIETERJAN VERHELST,710,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57473,available,2015_phd_verhelst,Anguilla anguilla,620
1219688,Acoustic,V13-1x,57474,A69-1601,PIETERJAN VERHELST,711,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57474,available,2015_phd_verhelst,Anguilla anguilla,621
1219689,Acoustic,V13-1x,57475,A69-1601,PIETERJAN VERHELST,712,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57475,available,2015_phd_verhelst,Anguilla anguilla,622
1219690,Acoustic,V13-1x,57476,A69-1601,PIETERJAN VERHELST,713,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57476,available,2015_phd_verhelst,Anguilla anguilla,623
1219691,Acoustic,V13-1x,57477,A69-1601,PIETERJAN VERHELST,714,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57477,available,2015_phd_verhelst,Anguilla anguilla,624
1219692,Acoustic,V13-1x,57478,A69-1601,PIETERJAN VERHELST,715,,60,100,L,,allTags_readyForDb.csv,1216,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-57478,available,2015_phd_verhelst,Anguilla anguilla,625
1255025,Acoustic,V9-2x,47324,A69-1601,RAF BAEYENS,1420,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47324,ended,2013_albertkanaal,Anguilla anguilla,2296
1224922,Acoustic,V13-1x,38726,A69-1601,RAF BAEYENS,727,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38726,ended,2013_albertkanaal,Anguilla anguilla,705
1224923,Acoustic,V13-1x,38727,A69-1601,RAF BAEYENS,728,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38727,ended,2013_albertkanaal,Anguilla anguilla,706
1224924,Acoustic,V13-1x,38728,A69-1601,RAF BAEYENS,729,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38728,ended,2013_albertkanaal,Anguilla anguilla,707
1224925,Acoustic,V13-1x,38729,A69-1601,RAF BAEYENS,730,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38729,ended,2013_albertkanaal,Anguilla anguilla,708
1224926,Acoustic,V13-1x,38730,A69-1601,RAF BAEYENS,731,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38730,ended,2013_albertkanaal,Anguilla anguilla,709
1224927,Acoustic,V13-1x,38731,A69-1601,RAF BAEYENS,732,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38731,ended,2013_albertkanaal,Anguilla anguilla,710
1224928,Acoustic,V13-1x,38732,A69-1601,RAF BAEYENS,733,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38732,ended,2013_albertkanaal,Anguilla anguilla,711
1224929,Acoustic,V13-1x,38733,A69-1601,RAF BAEYENS,734,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38733,ended,2013_albertkanaal,Anguilla anguilla,712
1224930,Acoustic,V13-1x,38734,A69-1601,RAF BAEYENS,735,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38734,ended,2013_albertkanaal,Anguilla anguilla,713
1224931,Acoustic,V13-1x,38735,A69-1601,RAF BAEYENS,736,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38735,ended,2013_albertkanaal,Anguilla anguilla,714
1224932,Acoustic,V13-1x,38736,A69-1601,RAF BAEYENS,737,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38736,ended,2013_albertkanaal,Anguilla anguilla,715
1224933,Acoustic,V13-1x,38737,A69-1601,RAF BAEYENS,738,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38737,ended,2013_albertkanaal,Anguilla anguilla,716
1224934,Acoustic,V13-1x,38738,A69-1601,RAF BAEYENS,739,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38738,ended,2013_albertkanaal,Anguilla anguilla,717
1224935,Acoustic,V13-1x,38739,A69-1601,RAF BAEYENS,740,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38739,ended,2013_albertkanaal,Anguilla anguilla,718
1224936,Acoustic,V13-1x,38740,A69-1601,RAF BAEYENS,741,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38740,ended,2013_albertkanaal,Anguilla anguilla,719
1224937,Acoustic,V13-1x,38741,A69-1601,RAF BAEYENS,742,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38741,ended,2013_albertkanaal,Anguilla anguilla,2312
1224938,Acoustic,V13-1x,38742,A69-1601,RAF BAEYENS,743,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38742,ended,2013_albertkanaal,Anguilla anguilla,2313
1224939,Acoustic,V13-1x,38743,A69-1601,RAF BAEYENS,744,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38743,ended,2013_albertkanaal,Anguilla anguilla,2314
1255026,Acoustic,V9-2x,47325,A69-1601,RAF BAEYENS,1421,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47325,ended,2013_albertkanaal,Anguilla anguilla,2297
1228005,Acoustic,V13P-1x,101,A69-1105,RAF BAEYENS,760,,17,33,L,,TagSheet_20217.csv,301,P,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1105-101,ended,2013_albertkanaal,Anguilla anguilla,721
1228007,Acoustic,V13P-1x,103,A69-1105,RAF BAEYENS,762,,17,33,L,,TagSheet_20217.csv,301,P,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1105-103,ended,2013_albertkanaal,Anguilla anguilla,723
1228006,Acoustic,V13P-1x,102,A69-1105,RAF BAEYENS,761,,17,33,L,,TagSheet_20217.csv,301,P,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1105-102,ended,2013_albertkanaal,Anguilla anguilla,722
1228008,Acoustic,V13P-1x,104,A69-1105,RAF BAEYENS,763,,17,33,L,,TagSheet_20217.csv,301,P,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1105-104,ended,2013_albertkanaal,Anguilla anguilla,724
1228009,Acoustic,V13P-1x,105,A69-1105,RAF BAEYENS,764,,17,33,L,,TagSheet_20217.csv,301,P,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1105-105,ended,2013_albertkanaal,Anguilla anguilla,725
1228010,Acoustic,V13P-1x,106,A69-1105,RAF BAEYENS,765,,17,33,L,,TagSheet_20217.csv,301,P,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1105-106,ended,2013_albertkanaal,Anguilla anguilla,726
1228011,Acoustic,V13P-1x,107,A69-1105,RAF BAEYENS,766,,17,33,L,,TagSheet_20217.csv,301,P,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1105-107,ended,2013_albertkanaal,Anguilla anguilla,727
1228012,Acoustic,V13P-1x,108,A69-1105,RAF BAEYENS,767,,17,33,L,,TagSheet_20217.csv,301,P,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1105-108,ended,2013_albertkanaal,Anguilla anguilla,728
1228013,Acoustic,V13P-1x,109,A69-1105,RAF BAEYENS,768,,17,33,L,,TagSheet_20217.csv,301,P,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1105-109,ended,2013_albertkanaal,Anguilla anguilla,729
1224940,Acoustic,V13-1x,38744,A69-1601,RAF BAEYENS,745,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38744,ended,2013_albertkanaal,Anguilla anguilla,2315
1224941,Acoustic,V13-1x,38745,A69-1601,RAF BAEYENS,746,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38745,ended,2013_albertkanaal,Anguilla anguilla,2316
1224942,Acoustic,V13-1x,38746,A69-1601,RAF BAEYENS,747,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38746,ended,2013_albertkanaal,Anguilla anguilla,2317
1224943,Acoustic,V13-1x,38747,A69-1601,RAF BAEYENS,748,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38747,ended,2013_albertkanaal,Anguilla anguilla,2318
1224944,Acoustic,V13-1x,38748,A69-1601,RAF BAEYENS,749,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38748,ended,2013_albertkanaal,Anguilla anguilla,2319
1224945,Acoustic,V13-1x,38749,A69-1601,RAF BAEYENS,750,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38749,ended,2013_albertkanaal,Anguilla anguilla,2320
1224946,Acoustic,V13-1x,38750,A69-1601,RAF BAEYENS,751,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38750,ended,2013_albertkanaal,Anguilla anguilla,2321
1224947,Acoustic,V13-1x,38751,A69-1601,RAF BAEYENS,752,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38751,ended,2013_albertkanaal,Anguilla anguilla,2322
1224948,Acoustic,V13-1x,38752,A69-1601,RAF BAEYENS,753,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38752,ended,2013_albertkanaal,Anguilla anguilla,2323
1224949,Acoustic,V13-1x,38753,A69-1601,RAF BAEYENS,754,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38753,ended,2013_albertkanaal,Anguilla anguilla,2324
1224950,Acoustic,V13-1x,38754,A69-1601,RAF BAEYENS,755,,17,33,L,,allTags_readyForDb.csv,507,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-38754,ended,2013_albertkanaal,Anguilla anguilla,2325
1255027,Acoustic,V9-2x,47326,A69-1601,RAF BAEYENS,1422,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47326,ended,2013_albertkanaal,Anguilla anguilla,2298
1255028,Acoustic,V9-2x,47327,A69-1601,RAF BAEYENS,1423,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47327,ended,2013_albertkanaal,Anguilla anguilla,2299
1255029,Acoustic,V9-2x,47328,A69-1601,RAF BAEYENS,1424,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47328,ended,2013_albertkanaal,Anguilla anguilla,2300
1097325,Acoustic,V9-1x,20684,A69-1303,JAN REUBENS,47,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,A69-1303-20684,ended,phd_reubens,Gadus morhua,663
1097326,Acoustic,V9-1x,20685,A69-1303,JAN REUBENS,48,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,A69-1303-20685,ended,phd_reubens,Gadus morhua,664
1097327,Acoustic,V9-1x,20686,A69-1303,JAN REUBENS,49,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,A69-1303-20686,ended,phd_reubens,Gadus morhua,665
1097328,Acoustic,V9-1x,20687,A69-1303,JAN REUBENS,50,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,A69-1303-20687,ended,phd_reubens,Gadus morhua,666
1097329,Acoustic,V9-1x,20688,A69-1303,JAN REUBENS,51,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,A69-1303-20688,ended,phd_reubens,Gadus morhua,667
1097330,Acoustic,V9-1x,20689,A69-1303,JAN REUBENS,52,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,A69-1303-20689,ended,phd_reubens,Gadus morhua,668
1097331,Acoustic,V9-1x,20690,A69-1303,JAN REUBENS,53,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,A69-1303-20690,ended,phd_reubens,Gadus morhua,669
1097332,Acoustic,V9-1x,20691,A69-1303,JAN REUBENS,54,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,A69-1303-20691,ended,phd_reubens,Gadus morhua,670
1097333,Acoustic,V9-1x,20692,A69-1303,JAN REUBENS,55,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,A69-1303-20692,ended,phd_reubens,Gadus morhua,671
1097334,Acoustic,V9-1x,20693,A69-1303,JAN REUBENS,56,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,A69-1303-20693,ended,phd_reubens,Gadus morhua,672
1097335,Acoustic,V9-1x,20695,A69-1303,JAN REUBENS,57,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,A69-1303-20695,ended,phd_reubens,Gadus morhua,673
1097335,Acoustic,V9-1x,20695,A69-1303,JAN REUBENS,57,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,A69-1303-20695,ended,phd_reubens,Gadus morhua,674
1097336,Acoustic,V9-1x,20696,A69-1303,JAN REUBENS,58,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,A69-1303-20696,ended,phd_reubens,Gadus morhua,675
1097337,Acoustic,V9-1x,20697,A69-1303,JAN REUBENS,59,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,A69-1303-20697,ended,phd_reubens,Gadus morhua,676
1097338,Acoustic,V9-1x,20698,A69-1303,JAN REUBENS,60,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,A69-1303-20698,ended,phd_reubens,Gadus morhua,677
1097338,Acoustic,V9-1x,20698,A69-1303,JAN REUBENS,60,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,A69-1303-20698,ended,phd_reubens,Gadus morhua,678
1097339,Acoustic,V9-1x,20699,A69-1303,JAN REUBENS,61,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,A69-1303-20699,ended,phd_reubens,Gadus morhua,679
1263129,Acoustic,V7-2x,64485,A69-1601,RAF BAEYENS,1455,,15,30,L,,,64,,069k,animal,,,,,,,69,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-64485,ended,2013_albertkanaal,Salmo salar,2330
1097340,Acoustic,V9-1x,20700,A69-1303,JAN REUBENS,62,,110,250,L,,allTags_readyForDb.csv,405,,069k,animal,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,A69-1303-20700,ended,phd_reubens,Gadus morhua,680
1263130,Acoustic,V7-2x,64486,A69-1601,RAF BAEYENS,1456,,15,30,L,,,64,,069k,animal,,,,,,,69,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-64486,ended,2013_albertkanaal,Salmo salar,2331
