serial_number,type,model,id_code,tag_code_space,owner_pi,id_pk,activation_date,min_delay,max_delay,power,end_date,file,estimated_lifetime,sensor_type,frequency,acoustic_tag_type,min_delay_step2,max_delay_step2,power_step2,min_delay_step3,max_delay_step3,power_step3,duration_step1,duration_step2,duration_step3,manufacturer_fk,intercept,slope,owner_group_fk,thelma_converted_code,financing_project_fk,acceleration_on_sec_step1,acceleration_on_sec_step2,acceleration_on_sec_step3,min_delay_step4,max_delay_step4,power_step4,duration_step4,acceleration_on_sec_step4,range,units,accelerometer_algoritm,accelerometer_samples_per_second,sensor_transmit_ratio,tag_full_id,status,projectcode,scientific_name,animal_id_pk
1122142,Acoustic,V13-1x,31889,A69-1601,DAVID BUYSSE,189,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31889,ended,2012_leopoldkanaal,Anguilla anguilla,473
1122143,Acoustic,V13-1x,31890,A69-1601,DAVID BUYSSE,190,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31890,ended,2012_leopoldkanaal,Anguilla anguilla,474
1122144,Acoustic,V13-1x,31891,A69-1601,DAVID BUYSSE,191,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31891,ended,2012_leopoldkanaal,Anguilla anguilla,475
1122145,Acoustic,V13-1x,31892,A69-1601,DAVID BUYSSE,192,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31892,ended,2012_leopoldkanaal,Anguilla anguilla,476
1122146,Acoustic,V13-1x,31893,A69-1601,DAVID BUYSSE,193,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31893,ended,2012_leopoldkanaal,Anguilla anguilla,477
1122147,Acoustic,V13-1x,31894,A69-1601,DAVID BUYSSE,194,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31894,ended,2012_leopoldkanaal,Anguilla anguilla,478
1122148,Acoustic,V13-1x,31895,A69-1601,DAVID BUYSSE,195,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31895,ended,2012_leopoldkanaal,Anguilla anguilla,479
1122149,Acoustic,V13-1x,31896,A69-1601,DAVID BUYSSE,196,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31896,ended,2012_leopoldkanaal,Anguilla anguilla,480
1122150,Acoustic,V13-1x,31897,A69-1601,DAVID BUYSSE,197,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31897,ended,2012_leopoldkanaal,Anguilla anguilla,481
1122151,Acoustic,V13-1x,31898,A69-1601,DAVID BUYSSE,198,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31898,ended,2012_leopoldkanaal,Anguilla anguilla,482
1122152,Acoustic,V13-1x,31899,A69-1601,DAVID BUYSSE,199,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31899,ended,2012_leopoldkanaal,Anguilla anguilla,483
1122153,Acoustic,V13-1x,31900,A69-1601,DAVID BUYSSE,200,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31900,ended,2012_leopoldkanaal,Anguilla anguilla,484
1122154,Acoustic,V13-1x,31901,A69-1601,DAVID BUYSSE,201,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31901,ended,2012_leopoldkanaal,Anguilla anguilla,485
1255013,Acoustic,V13-1x,47312,A69-1601,RAF BAEYENS,1408,,17,33,L,,,644,,069k,animal,60,120,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47312,available,2013_albertkanaal,Anguilla anguilla,2306
1122155,Acoustic,V13-1x,31902,A69-1601,DAVID BUYSSE,202,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31902,ended,2012_leopoldkanaal,Anguilla anguilla,486
1122156,Acoustic,V13-1x,31903,A69-1601,DAVID BUYSSE,203,,90,160,L,,allTags_readyForDb.csv,1155,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-31903,ended,2012_leopoldkanaal,Anguilla anguilla,487
1128927,Acoustic,V7-4x,3547,A69-1303,DAVID BUYSSE,204,,45,95,L,,allTags_readyForDb.csv,157,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1303-3547,ended,2011_rivierprik,Lampetra fluviatilis,226
1128928,Acoustic,V7-4x,3548,A69-1303,DAVID BUYSSE,205,,45,95,L,,allTags_readyForDb.csv,157,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1303-3548,ended,2011_rivierprik,Lampetra fluviatilis,227
1128929,Acoustic,V7-4x,3549,A69-1303,DAVID BUYSSE,206,,45,95,L,,allTags_readyForDb.csv,157,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1303-3549,ended,2011_rivierprik,Lampetra fluviatilis,228
1128930,Acoustic,V7-4x,3550,A69-1303,DAVID BUYSSE,207,,45,95,L,,allTags_readyForDb.csv,157,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1303-3550,ended,2012_leopoldkanaal,Anguilla anguilla,229
1128931,Acoustic,V7-4x,3551,A69-1303,DAVID BUYSSE,208,,45,95,L,,allTags_readyForDb.csv,157,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1303-3551,ended,2012_leopoldkanaal,Anguilla anguilla,230
1128932,Acoustic,V7-4x,3552,A69-1303,DAVID BUYSSE,209,,45,95,L,,allTags_readyForDb.csv,157,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1303-3552,ended,2012_leopoldkanaal,Anguilla anguilla,231
1128933,Acoustic,V7-4x,3553,A69-1303,DAVID BUYSSE,210,,45,95,L,,allTags_readyForDb.csv,157,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1303-3553,ended,2012_leopoldkanaal,Anguilla anguilla,232
1128935,Acoustic,V7-4x,3555,A69-1303,DAVID BUYSSE,212,,45,95,L,,allTags_readyForDb.csv,157,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1303-3555,ended,2011_rivierprik,Lampetra fluviatilis,233
1128936,Acoustic,V7-4x,3556,A69-1303,DAVID BUYSSE,213,,45,95,L,,allTags_readyForDb.csv,157,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1303-3556,ended,2011_rivierprik,Lampetra fluviatilis,234
1145367,Acoustic,V13-1x,29919,A69-1601,DAVID BUYSSE,214,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29919,ended,2012_leopoldkanaal,Anguilla anguilla,387
1145368,Acoustic,V13-1x,29920,A69-1601,DAVID BUYSSE,215,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29920,ended,2013_albertkanaal,Anguilla anguilla,389
1145368,Acoustic,V13-1x,29920,A69-1601,DAVID BUYSSE,215,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29920,ended,2012_leopoldkanaal,Anguilla anguilla,388
1145370,Acoustic,V13-1x,29922,A69-1601,DAVID BUYSSE,217,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29922,ended,2012_leopoldkanaal,Anguilla anguilla,390
1145371,Acoustic,V13-1x,29923,A69-1601,DAVID BUYSSE,218,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29923,ended,2012_leopoldkanaal,Anguilla anguilla,391
1145372,Acoustic,V13-1x,29924,A69-1601,DAVID BUYSSE,219,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29924,ended,2012_leopoldkanaal,Anguilla anguilla,392
1145373,Acoustic,V13-1x,29925,A69-1601,DAVID BUYSSE,220,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29925,ended,2012_leopoldkanaal,Anguilla anguilla,394
1145373,Acoustic,V13-1x,29925,A69-1601,DAVID BUYSSE,220,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29925,ended,2012_leopoldkanaal,Anguilla anguilla,393
1145374,Acoustic,V13-1x,29926,A69-1601,DAVID BUYSSE,221,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29926,ended,2012_leopoldkanaal,Anguilla anguilla,395
1145375,Acoustic,V13-1x,29927,A69-1601,DAVID BUYSSE,222,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29927,ended,2012_leopoldkanaal,Anguilla anguilla,396
1145376,Acoustic,V13-1x,29928,A69-1601,DAVID BUYSSE,223,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29928,ended,2012_leopoldkanaal,Anguilla anguilla,397
1145377,Acoustic,V13-1x,29929,A69-1601,DAVID BUYSSE,224,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29929,ended,2012_leopoldkanaal,Anguilla anguilla,398
1145378,Acoustic,V13-1x,29930,A69-1601,DAVID BUYSSE,225,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29930,ended,2012_leopoldkanaal,Anguilla anguilla,399
1145379,Acoustic,V13-1x,29931,A69-1601,DAVID BUYSSE,226,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29931,ended,2012_leopoldkanaal,Anguilla anguilla,400
1145380,Acoustic,V13-1x,29932,A69-1601,DAVID BUYSSE,227,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29932,ended,2012_leopoldkanaal,Anguilla anguilla,401
1145381,Acoustic,V13-1x,29933,A69-1601,DAVID BUYSSE,228,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29933,ended,2012_leopoldkanaal,Anguilla anguilla,402
1187430,Acoustic,V7-2x,16110,A69-1601,ANS MOUTON,461,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16110,ended,2013_albertkanaal,Salmo salar,285
1145382,Acoustic,V13-1x,29934,A69-1601,DAVID BUYSSE,229,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29934,ended,2012_leopoldkanaal,Anguilla anguilla,403
1145383,Acoustic,V13-1x,29935,A69-1601,DAVID BUYSSE,230,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29935,ended,2012_leopoldkanaal,Anguilla anguilla,404
1145384,Acoustic,V13-1x,29936,A69-1601,DAVID BUYSSE,231,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29936,ended,2012_leopoldkanaal,Anguilla anguilla,405
1145385,Acoustic,V13-1x,29937,A69-1601,DAVID BUYSSE,232,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29937,ended,2012_leopoldkanaal,Anguilla anguilla,406
1145386,Acoustic,V13-1x,29938,A69-1601,DAVID BUYSSE,233,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29938,ended,2012_leopoldkanaal,Anguilla anguilla,407
1145387,Acoustic,V13-1x,29939,A69-1601,DAVID BUYSSE,234,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29939,ended,2012_leopoldkanaal,Anguilla anguilla,408
1145388,Acoustic,V13-1x,29940,A69-1601,DAVID BUYSSE,235,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29940,ended,2012_leopoldkanaal,Anguilla anguilla,409
1145389,Acoustic,V13-1x,29941,A69-1601,DAVID BUYSSE,236,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29941,ended,2012_leopoldkanaal,Anguilla anguilla,410
1145390,Acoustic,V13-1x,29942,A69-1601,DAVID BUYSSE,237,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29942,ended,2012_leopoldkanaal,Anguilla anguilla,411
1145391,Acoustic,V13-1x,29943,A69-1601,DAVID BUYSSE,238,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29943,ended,2012_leopoldkanaal,Anguilla anguilla,412
1145392,Acoustic,V13-1x,29944,A69-1601,DAVID BUYSSE,239,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29944,ended,2012_leopoldkanaal,Anguilla anguilla,413
1145393,Acoustic,V13-1x,29945,A69-1601,DAVID BUYSSE,240,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29945,ended,2012_leopoldkanaal,Anguilla anguilla,414
1145394,Acoustic,V13-1x,29946,A69-1601,DAVID BUYSSE,241,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29946,ended,2012_leopoldkanaal,Anguilla anguilla,415
1255014,Acoustic,V13-1x,47313,A69-1601,RAF BAEYENS,1409,,17,33,L,,,644,,069k,animal,60,120,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47313,available,2013_albertkanaal,Anguilla anguilla,2307
1145395,Acoustic,V13-1x,29947,A69-1601,DAVID BUYSSE,242,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29947,ended,2012_leopoldkanaal,Anguilla anguilla,416
1145396,Acoustic,V13-1x,29948,A69-1601,DAVID BUYSSE,243,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29948,ended,2012_leopoldkanaal,Anguilla anguilla,417
1145397,Acoustic,V13-1x,29949,A69-1601,DAVID BUYSSE,244,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29949,ended,2012_leopoldkanaal,Anguilla anguilla,418
1145398,Acoustic,V13-1x,29950,A69-1601,DAVID BUYSSE,245,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29950,ended,2012_leopoldkanaal,Anguilla anguilla,419
1145399,Acoustic,V13-1x,29951,A69-1601,DAVID BUYSSE,246,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29951,ended,2012_leopoldkanaal,Anguilla anguilla,420
1145400,Acoustic,V13-1x,29952,A69-1601,DAVID BUYSSE,247,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29952,ended,2012_leopoldkanaal,Anguilla anguilla,421
1145401,Acoustic,V13-1x,29953,A69-1601,DAVID BUYSSE,248,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29953,ended,2012_leopoldkanaal,Anguilla anguilla,422
1145402,Acoustic,V13-1x,29954,A69-1601,DAVID BUYSSE,249,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29954,ended,2012_leopoldkanaal,Anguilla anguilla,423
1145403,Acoustic,V13-1x,29955,A69-1601,DAVID BUYSSE,250,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29955,ended,2012_leopoldkanaal,Anguilla anguilla,424
1145404,Acoustic,V13-1x,29956,A69-1601,DAVID BUYSSE,251,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29956,ended,2012_leopoldkanaal,Anguilla anguilla,425
1145405,Acoustic,V13-1x,29957,A69-1601,DAVID BUYSSE,252,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29957,ended,2012_leopoldkanaal,Anguilla anguilla,426
1145406,Acoustic,V13-1x,29958,A69-1601,DAVID BUYSSE,253,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29958,ended,2012_leopoldkanaal,Anguilla anguilla,427
1145407,Acoustic,V13-1x,29959,A69-1601,DAVID BUYSSE,254,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29959,ended,2012_leopoldkanaal,Anguilla anguilla,428
1145408,Acoustic,V13-1x,29960,A69-1601,DAVID BUYSSE,255,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29960,ended,2012_leopoldkanaal,Anguilla anguilla,429
1145409,Acoustic,V13-1x,29961,A69-1601,DAVID BUYSSE,256,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29961,ended,2012_leopoldkanaal,Anguilla anguilla,430
1145410,Acoustic,V13-1x,29962,A69-1601,DAVID BUYSSE,257,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29962,ended,2012_leopoldkanaal,Anguilla anguilla,431
1145411,Acoustic,V13-1x,29963,A69-1601,DAVID BUYSSE,258,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29963,ended,2012_leopoldkanaal,Anguilla anguilla,432
1145412,Acoustic,V13-1x,29964,A69-1601,DAVID BUYSSE,259,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29964,ended,2012_leopoldkanaal,Anguilla anguilla,433
1145413,Acoustic,V13-1x,29965,A69-1601,DAVID BUYSSE,260,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29965,ended,2012_leopoldkanaal,Anguilla anguilla,434
1145414,Acoustic,V13-1x,29966,A69-1601,DAVID BUYSSE,261,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29966,ended,2012_leopoldkanaal,Anguilla anguilla,435
1145415,Acoustic,V13-1x,29967,A69-1601,DAVID BUYSSE,262,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29967,ended,2012_leopoldkanaal,Anguilla anguilla,436
1145416,Acoustic,V13-1x,29968,A69-1601,DAVID BUYSSE,263,,80,160,L,,allTags_readyForDb.csv,1117,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-29968,ended,2012_leopoldkanaal,Anguilla anguilla,437
1157745,Acoustic,V13-1x,28260,A69-1601,DAVID BUYSSE,265,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28260,ended,2013_albertkanaal,Anguilla anguilla,374
1157751,Acoustic,V13-1x,28266,A69-1601,DAVID BUYSSE,271,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28266,available,2015_phd_verhelst,Anguilla anguilla,380
1157750,Acoustic,V13-1x,28265,A69-1601,DAVID BUYSSE,270,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28265,available,2015_phd_verhelst,Anguilla anguilla,379
1157749,Acoustic,V13-1x,28264,A69-1601,DAVID BUYSSE,269,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28264,available,2015_phd_verhelst,Anguilla anguilla,378
1157747,Acoustic,V13-1x,28262,A69-1601,DAVID BUYSSE,267,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28262,ended,2013_albertkanaal,Anguilla anguilla,376
1157746,Acoustic,V13-1x,28261,A69-1601,DAVID BUYSSE,266,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28261,ended,2013_albertkanaal,Anguilla anguilla,375
1157752,Acoustic,V13-1x,28267,A69-1601,DAVID BUYSSE,272,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28267,available,2015_phd_verhelst,Anguilla anguilla,381
1157748,Acoustic,V13-1x,28263,A69-1601,DAVID BUYSSE,268,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28263,ended,2013_albertkanaal,Anguilla anguilla,377
1255015,Acoustic,V13-1x,47314,A69-1601,RAF BAEYENS,1410,,17,33,L,,,644,,069k,animal,60,120,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47314,available,2013_albertkanaal,Anguilla anguilla,2308
1171686,Acoustic,V13-1x,26440,A69-1601,ANS MOUTON,305,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26440,available,2013_albertkanaal,Anguilla anguilla,308
1171687,Acoustic,V13-1x,26441,A69-1601,ANS MOUTON,306,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26441,available,2013_albertkanaal,Anguilla anguilla,309
1171688,Acoustic,V13-1x,26442,A69-1601,ANS MOUTON,307,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26442,available,2013_albertkanaal,Anguilla anguilla,310
1171689,Acoustic,V13-1x,26443,A69-1601,ANS MOUTON,308,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26443,available,2013_albertkanaal,Anguilla anguilla,311
1171690,Acoustic,V13-1x,26444,A69-1601,ANS MOUTON,309,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26444,available,2013_albertkanaal,Anguilla anguilla,312
1171691,Acoustic,V13-1x,26445,A69-1601,ANS MOUTON,310,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26445,available,2013_albertkanaal,Anguilla anguilla,313
1171692,Acoustic,V13-1x,26446,A69-1601,ANS MOUTON,311,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26446,available,2013_albertkanaal,Anguilla anguilla,314
1171693,Acoustic,V13-1x,26447,A69-1601,ANS MOUTON,312,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26447,available,2013_albertkanaal,Anguilla anguilla,315
1171694,Acoustic,V13-1x,26448,A69-1601,ANS MOUTON,313,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26448,available,2013_albertkanaal,Anguilla anguilla,316
1171695,Acoustic,V13-1x,26449,A69-1601,ANS MOUTON,314,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26449,available,2013_albertkanaal,Anguilla anguilla,317
1171696,Acoustic,V13-1x,26450,A69-1601,ANS MOUTON,315,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26450,available,2013_albertkanaal,Anguilla anguilla,318
1171697,Acoustic,V13-1x,26451,A69-1601,ANS MOUTON,316,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26451,available,2013_albertkanaal,Anguilla anguilla,319
1171698,Acoustic,V13-1x,26452,A69-1601,ANS MOUTON,317,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26452,available,2013_albertkanaal,Anguilla anguilla,320
1171699,Acoustic,V13-1x,26453,A69-1601,ANS MOUTON,318,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26453,available,2013_albertkanaal,Anguilla anguilla,321
1171700,Acoustic,V13-1x,26454,A69-1601,ANS MOUTON,319,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26454,available,2013_albertkanaal,Anguilla anguilla,322
