eventid,occurrenceid,eventdate,scientificname,kingdom
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085567:occurrence-detection,2015-12-20T04:10:24Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085570:occurrence-detection,2015-12-20T04:11:29Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085571:occurrence-detection,2015-12-20T04:11:53Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085572:occurrence-detection,2015-12-20T04:12:21Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085573:occurrence-detection,2015-12-20T04:12:56Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085575:occurrence-detection,2015-12-20T04:13:27Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085576:occurrence-detection,2015-12-20T04:13:54Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085577:occurrence-detection,2015-12-20T04:14:25Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085580:occurrence-detection,2015-12-20T04:14:51Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085581:occurrence-detection,2015-12-20T04:15:22Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085583:occurrence-detection,2015-12-20T04:15:46Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085585:occurrence-detection,2015-12-20T04:16:13Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085586:occurrence-detection,2015-12-20T04:16:45Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085587:occurrence-detection,2015-12-20T04:17:11Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085589:occurrence-detection,2015-12-20T04:18:09Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085590:occurrence-detection,2015-12-20T04:18:40Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085591:occurrence-detection,2015-12-20T04:19:04Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085592:occurrence-detection,2015-12-20T04:19:31Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085594:occurrence-detection,2015-12-20T04:20:03Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085596:occurrence-detection,2015-12-20T04:20:29Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085598:occurrence-detection,2015-12-20T04:21:00Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085599:occurrence-detection,2015-12-20T04:21:24Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085601:occurrence-detection,2015-12-20T04:22:25Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085602:occurrence-detection,2015-12-20T04:22:56Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085603:occurrence-detection,2015-12-20T04:23:19Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085605:occurrence-detection,2015-12-20T04:23:44Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085607:occurrence-detection,2015-12-20T04:24:49Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085609:occurrence-detection,2015-12-20T04:25:24Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085610:occurrence-detection,2015-12-20T04:25:57Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085612:occurrence-detection,2015-12-20T04:26:25Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085615:occurrence-detection,2015-12-20T04:27:01Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085616:occurrence-detection,2015-12-20T04:27:33Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085618:occurrence-detection,2015-12-20T04:28:02Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085620:occurrence-detection,2015-12-20T04:28:37Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085621:occurrence-detection,2015-12-20T04:29:09Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085622:occurrence-detection,2015-12-20T04:29:37Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085623:occurrence-detection,2015-12-20T04:30:12Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085625:occurrence-detection,2015-12-20T04:30:44Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085627:occurrence-detection,2015-12-20T04:31:10Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085629:occurrence-detection,2015-12-20T04:31:41Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085630:occurrence-detection,2015-12-20T04:32:07Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085632:occurrence-detection,2015-12-20T04:32:37Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085634:occurrence-detection,2015-12-20T04:32:59Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085635:occurrence-detection,2015-12-20T04:33:22Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085636:occurrence-detection,2015-12-20T04:33:46Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085637:occurrence-detection,2015-12-20T04:34:13Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085639:occurrence-detection,2015-12-20T04:34:47Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085640:occurrence-detection,2015-12-20T04:35:52Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085642:occurrence-detection,2015-12-20T04:36:28Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085643:occurrence-detection,2015-12-20T04:37:02Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085644:occurrence-detection,2015-12-20T04:37:57Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085646:occurrence-detection,2015-12-20T04:38:25Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085647:occurrence-detection,2015-12-20T04:38:58Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085648:occurrence-detection,2015-12-20T04:39:27Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085649:occurrence-detection,2015-12-20T04:40:04Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085650:occurrence-detection,2015-12-20T04:40:42Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085654:occurrence-detection,2015-12-20T04:42:32Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085656:occurrence-detection,2015-12-20T04:43:08Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085658:occurrence-detection,2015-12-20T04:43:43Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085659:occurrence-detection,2015-12-20T04:44:16Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085660:occurrence-detection,2015-12-20T04:44:44Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085661:occurrence-detection,2015-12-20T04:45:56Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085662:occurrence-detection,2015-12-20T04:46:29Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085663:occurrence-detection,2015-12-20T04:46:58Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085666:occurrence-detection,2015-12-20T04:48:09Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085667:occurrence-detection,2015-12-20T04:48:42Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085669:occurrence-detection,2015-12-20T04:49:33Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085670:occurrence-detection,2015-12-20T04:51:05Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085672:occurrence-detection,2015-12-20T04:52:38Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085675:occurrence-detection,2015-12-20T04:53:01Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085676:occurrence-detection,2015-12-20T04:53:50Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085677:occurrence-detection,2015-12-20T04:54:21Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085678:occurrence-detection,2015-12-20T04:56:21Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085681:occurrence-detection,2015-12-20T04:57:24Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085682:occurrence-detection,2015-12-20T04:57:56Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085684:occurrence-detection,2015-12-20T04:58:24Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085685:occurrence-detection,2015-12-20T04:59:00Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085687:occurrence-detection,2015-12-20T04:59:33Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085688:occurrence-detection,2015-12-20T05:00:03Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085689:occurrence-detection,2015-12-20T05:00:27Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085690:occurrence-detection,2015-12-20T05:00:52Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085691:occurrence-detection,2015-12-20T05:01:23Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085693:occurrence-detection,2015-12-20T05:02:44Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085694:occurrence-detection,2015-12-20T05:03:41Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085696:occurrence-detection,2015-12-20T05:04:32Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085700:occurrence-detection,2015-12-20T05:06:29Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085701:occurrence-detection,2015-12-20T05:07:04Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085702:occurrence-detection,2015-12-20T05:07:37Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085705:occurrence-detection,2015-12-20T05:11:00Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085707:occurrence-detection,2015-12-20T05:11:36Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085709:occurrence-detection,2015-12-20T05:12:10Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085712:occurrence-detection,2015-12-20T05:13:38Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085713:occurrence-detection,2015-12-20T05:14:02Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085714:occurrence-detection,2015-12-20T05:14:30Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085716:occurrence-detection,2015-12-20T05:15:03Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085719:occurrence-detection,2015-12-20T05:16:25Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085720:occurrence-detection,2015-12-20T05:17:25Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085723:occurrence-detection,2015-12-20T05:19:46Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085724:occurrence-detection,2015-12-20T05:20:09Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085725:occurrence-detection,2015-12-20T05:20:33Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085726:occurrence-detection,2015-12-20T05:21:00Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085727:occurrence-detection,2015-12-20T05:21:34Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085730:occurrence-detection,2015-12-20T05:22:05Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085732:occurrence-detection,2015-12-20T05:22:29Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085733:occurrence-detection,2015-12-20T05:22:57Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085736:occurrence-detection,2015-12-20T05:24:01Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085737:occurrence-detection,2015-12-20T05:24:54Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085739:occurrence-detection,2015-12-20T05:25:30Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085741:occurrence-detection,2015-12-20T05:26:04Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085744:occurrence-detection,2015-12-20T05:26:35Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085745:occurrence-detection,2015-12-20T05:27:01Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085747:occurrence-detection,2015-12-20T05:28:24Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085750:occurrence-detection,2015-12-20T05:29:30Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085751:occurrence-detection,2015-12-20T05:29:56Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085752:occurrence-detection,2015-12-20T05:30:27Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085753:occurrence-detection,2015-12-20T05:30:53Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085755:occurrence-detection,2015-12-20T05:31:23Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085756:occurrence-detection,2015-12-20T05:32:11Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085757:occurrence-detection,2015-12-20T05:32:39Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085758:occurrence-detection,2015-12-20T05:33:16Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085761:occurrence-detection,2015-12-20T05:35:29Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085763:occurrence-detection,2015-12-20T05:36:13Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085765:occurrence-detection,2015-12-20T05:36:36Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085767:occurrence-detection,2015-12-20T05:38:06Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085769:occurrence-detection,2015-12-20T05:39:15Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085771:occurrence-detection,2015-12-20T05:39:47Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085772:occurrence-detection,2015-12-20T05:40:12Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085773:occurrence-detection,2015-12-20T05:40:42Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085775:occurrence-detection,2015-12-20T05:41:04Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085776:occurrence-detection,2015-12-20T05:41:29Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085778:occurrence-detection,2015-12-20T05:41:56Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085780:occurrence-detection,2015-12-20T05:42:29Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085781:occurrence-detection,2015-12-20T05:43:19Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085782:occurrence-detection,2015-12-20T05:43:41Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085783:occurrence-detection,2015-12-20T05:44:04Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085785:occurrence-detection,2015-12-20T05:44:54Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085789:occurrence-detection,2015-12-20T05:45:54Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085790:occurrence-detection,2015-12-20T05:46:28Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085793:occurrence-detection,2015-12-20T05:47:00Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085794:occurrence-detection,2015-12-20T05:47:26Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085795:occurrence-detection,2015-12-20T05:48:21Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085796:occurrence-detection,2015-12-20T05:48:49Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085798:occurrence-detection,2015-12-20T05:50:31Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085799:occurrence-detection,2015-12-20T05:50:58Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085800:occurrence-detection,2015-12-20T05:51:56Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085801:occurrence-detection,2015-12-20T05:52:28Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085804:occurrence-detection,2015-12-20T05:52:56Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085806:occurrence-detection,2015-12-20T05:54:29Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085807:occurrence-detection,2015-12-20T05:55:02Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085810:occurrence-detection,2015-12-20T05:56:39Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085811:occurrence-detection,2015-12-20T05:57:08Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085812:occurrence-detection,2015-12-20T05:57:55Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085813:occurrence-detection,2015-12-20T05:58:22Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085814:occurrence-detection,2015-12-20T05:58:55Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085815:occurrence-detection,2015-12-20T05:59:25Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085817:occurrence-detection,2015-12-20T06:00:08Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085818:occurrence-detection,2015-12-20T06:00:32Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085819:occurrence-detection,2015-12-20T06:00:57Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085820:occurrence-detection,2015-12-20T06:01:27Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085822:occurrence-detection,2015-12-20T06:02:13Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085823:occurrence-detection,2015-12-20T06:02:40Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085824:occurrence-detection,2015-12-20T06:03:12Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085826:occurrence-detection,2015-12-20T06:04:15Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085827:occurrence-detection,2015-12-20T06:04:47Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085831:occurrence-detection,2015-12-20T06:06:18Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085833:occurrence-detection,2015-12-20T06:06:41Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085834:occurrence-detection,2015-12-20T06:07:06Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085835:occurrence-detection,2015-12-20T06:07:35Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085837:occurrence-detection,2015-12-20T06:08:12Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085838:occurrence-detection,2015-12-20T06:08:49Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085839:occurrence-detection,2015-12-20T06:09:26Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085842:occurrence-detection,2015-12-20T06:10:02Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085843:occurrence-detection,2015-12-20T06:10:37Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085845:occurrence-detection,2015-12-20T06:11:41Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085846:occurrence-detection,2015-12-20T06:12:05Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085847:occurrence-detection,2015-12-20T06:13:51Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085851:occurrence-detection,2015-12-20T06:15:42Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085852:occurrence-detection,2015-12-20T06:16:09Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085853:occurrence-detection,2015-12-20T06:16:40Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085855:occurrence-detection,2015-12-20T06:17:07Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085857:occurrence-detection,2015-12-20T06:17:39Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085858:occurrence-detection,2015-12-20T06:18:06Z,Anguilla anguilla,Animalia
etn:albert:2976:event-receiver-deployment,etn:2013_albertkanaal:728:47085859:occurrence-detection,2015-12-20T06:18:39Z,Anguilla anguilla,Animalia
