eventid,occurrenceid,eventdate,scientificname,kingdom
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043839:occurrence-detection,2015-12-13T01:06:32Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043842:occurrence-detection,2015-12-13T01:08:53Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043843:occurrence-detection,2015-12-13T01:09:28Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043883:occurrence-detection,2015-12-13T02:03:07Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043886:occurrence-detection,2015-12-13T02:06:35Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043888:occurrence-detection,2015-12-13T02:07:10Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043890:occurrence-detection,2015-12-13T02:08:56Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043891:occurrence-detection,2015-12-13T02:09:40Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043892:occurrence-detection,2015-12-13T02:10:02Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043895:occurrence-detection,2015-12-13T02:12:46Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043896:occurrence-detection,2015-12-13T02:13:46Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043899:occurrence-detection,2015-12-13T02:15:25Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043900:occurrence-detection,2015-12-13T02:15:58Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043901:occurrence-detection,2015-12-13T02:16:25Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043903:occurrence-detection,2015-12-13T02:16:59Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043905:occurrence-detection,2015-12-13T02:17:29Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043906:occurrence-detection,2015-12-13T02:17:51Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043907:occurrence-detection,2015-12-13T02:18:41Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043908:occurrence-detection,2015-12-13T02:19:36Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043909:occurrence-detection,2015-12-13T02:20:04Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043911:occurrence-detection,2015-12-13T02:20:38Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043912:occurrence-detection,2015-12-13T02:21:08Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043914:occurrence-detection,2015-12-13T02:21:58Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043915:occurrence-detection,2015-12-13T02:22:55Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043916:occurrence-detection,2015-12-13T02:23:24Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043918:occurrence-detection,2015-12-13T02:24:01Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043920:occurrence-detection,2015-12-13T02:24:37Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043944:occurrence-detection,2015-12-13T02:55:14Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043948:occurrence-detection,2015-12-13T02:57:15Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043950:occurrence-detection,2015-12-13T02:57:38Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043951:occurrence-detection,2015-12-13T02:58:02Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043953:occurrence-detection,2015-12-13T02:58:30Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043954:occurrence-detection,2015-12-13T02:59:04Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043955:occurrence-detection,2015-12-13T03:00:54Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043956:occurrence-detection,2015-12-13T03:01:18Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043958:occurrence-detection,2015-12-13T03:02:47Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043959:occurrence-detection,2015-12-13T03:03:56Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043960:occurrence-detection,2015-12-13T03:04:25Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043961:occurrence-detection,2015-12-13T03:05:08Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043962:occurrence-detection,2015-12-13T03:05:30Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043963:occurrence-detection,2015-12-13T03:05:52Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043964:occurrence-detection,2015-12-13T03:06:15Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043967:occurrence-detection,2015-12-13T03:07:47Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043968:occurrence-detection,2015-12-13T03:08:24Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043969:occurrence-detection,2015-12-13T03:08:59Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043970:occurrence-detection,2015-12-13T03:09:34Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043971:occurrence-detection,2015-12-13T03:10:35Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043972:occurrence-detection,2015-12-13T03:11:40Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043974:occurrence-detection,2015-12-13T03:13:07Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043975:occurrence-detection,2015-12-13T03:13:39Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043976:occurrence-detection,2015-12-13T03:14:06Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043978:occurrence-detection,2015-12-13T03:14:38Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043979:occurrence-detection,2015-12-13T03:15:06Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043980:occurrence-detection,2015-12-13T03:15:39Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043981:occurrence-detection,2015-12-13T03:16:09Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043982:occurrence-detection,2015-12-13T03:16:32Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043984:occurrence-detection,2015-12-13T03:16:56Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043986:occurrence-detection,2015-12-13T03:17:24Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043987:occurrence-detection,2015-12-13T03:18:27Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043988:occurrence-detection,2015-12-13T03:18:49Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043989:occurrence-detection,2015-12-13T03:19:12Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043990:occurrence-detection,2015-12-13T03:19:36Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043991:occurrence-detection,2015-12-13T03:20:04Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53043992:occurrence-detection,2015-12-13T03:20:37Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53044023:occurrence-detection,2015-12-13T03:58:16Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53044024:occurrence-detection,2015-12-13T03:58:47Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53044025:occurrence-detection,2015-12-13T03:59:42Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53044026:occurrence-detection,2015-12-13T04:00:47Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53044027:occurrence-detection,2015-12-13T04:01:32Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051081:occurrence-detection,2015-12-19T16:57:08Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051082:occurrence-detection,2015-12-19T16:57:37Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051083:occurrence-detection,2015-12-19T16:58:00Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051085:occurrence-detection,2015-12-19T16:58:23Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051086:occurrence-detection,2015-12-19T16:58:50Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051087:occurrence-detection,2015-12-19T16:59:20Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051090:occurrence-detection,2015-12-19T16:59:45Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051091:occurrence-detection,2015-12-19T17:00:12Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051092:occurrence-detection,2015-12-19T17:00:46Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051093:occurrence-detection,2015-12-19T17:01:38Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051094:occurrence-detection,2015-12-19T17:02:01Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051095:occurrence-detection,2015-12-19T17:02:26Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051097:occurrence-detection,2015-12-19T17:02:55Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051099:occurrence-detection,2015-12-19T17:03:32Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051100:occurrence-detection,2015-12-19T17:04:08Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051102:occurrence-detection,2015-12-19T17:04:42Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051103:occurrence-detection,2015-12-19T17:06:40Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051104:occurrence-detection,2015-12-19T17:07:14Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051106:occurrence-detection,2015-12-19T17:07:44Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051107:occurrence-detection,2015-12-19T17:08:07Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051108:occurrence-detection,2015-12-19T17:08:32Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051110:occurrence-detection,2015-12-19T17:09:36Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051111:occurrence-detection,2015-12-19T17:10:10Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051113:occurrence-detection,2015-12-19T17:10:41Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051114:occurrence-detection,2015-12-19T17:11:05Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051116:occurrence-detection,2015-12-19T17:11:32Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051118:occurrence-detection,2015-12-19T17:12:04Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051119:occurrence-detection,2015-12-19T17:12:31Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051121:occurrence-detection,2015-12-19T17:13:05Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051122:occurrence-detection,2015-12-19T17:13:34Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051123:occurrence-detection,2015-12-19T17:14:10Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051124:occurrence-detection,2015-12-19T17:15:19Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051125:occurrence-detection,2015-12-19T17:15:50Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051126:occurrence-detection,2015-12-19T17:16:15Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051127:occurrence-detection,2015-12-19T17:16:43Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051128:occurrence-detection,2015-12-19T17:17:17Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051130:occurrence-detection,2015-12-19T17:17:48Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051132:occurrence-detection,2015-12-19T17:18:13Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051133:occurrence-detection,2015-12-19T17:18:42Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051134:occurrence-detection,2015-12-19T17:19:18Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051136:occurrence-detection,2015-12-19T17:19:53Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051138:occurrence-detection,2015-12-19T17:20:25Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051139:occurrence-detection,2015-12-19T17:20:53Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051142:occurrence-detection,2015-12-19T17:21:28Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051143:occurrence-detection,2015-12-19T17:21:59Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051144:occurrence-detection,2015-12-19T17:22:24Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051145:occurrence-detection,2015-12-19T17:22:53Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051147:occurrence-detection,2015-12-19T17:23:30Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051149:occurrence-detection,2015-12-19T17:24:07Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051150:occurrence-detection,2015-12-19T17:24:44Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051151:occurrence-detection,2015-12-19T17:25:20Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051152:occurrence-detection,2015-12-19T17:25:55Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051153:occurrence-detection,2015-12-19T17:26:28Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051155:occurrence-detection,2015-12-19T17:26:55Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051157:occurrence-detection,2015-12-19T17:27:28Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051158:occurrence-detection,2015-12-19T17:27:58Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051159:occurrence-detection,2015-12-19T17:28:21Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051160:occurrence-detection,2015-12-19T17:28:45Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051161:occurrence-detection,2015-12-19T17:29:11Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051166:occurrence-detection,2015-12-19T17:34:01Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051167:occurrence-detection,2015-12-19T17:35:45Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051169:occurrence-detection,2015-12-19T17:36:18Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051170:occurrence-detection,2015-12-19T17:36:47Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051172:occurrence-detection,2015-12-19T17:37:22Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051173:occurrence-detection,2015-12-19T17:37:56Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051174:occurrence-detection,2015-12-19T17:38:26Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051177:occurrence-detection,2015-12-19T17:38:50Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051178:occurrence-detection,2015-12-19T17:39:15Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051179:occurrence-detection,2015-12-19T17:39:46Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051180:occurrence-detection,2015-12-19T17:40:34Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051182:occurrence-detection,2015-12-19T17:41:39Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051185:occurrence-detection,2015-12-19T17:48:08Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051511:occurrence-detection,2015-12-20T01:01:52Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051587:occurrence-detection,2015-12-20T02:36:32Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051594:occurrence-detection,2015-12-20T02:46:40Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051597:occurrence-detection,2015-12-20T02:48:53Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051600:occurrence-detection,2015-12-20T02:52:46Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051605:occurrence-detection,2015-12-20T02:58:29Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051606:occurrence-detection,2015-12-20T02:59:34Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051607:occurrence-detection,2015-12-20T02:59:58Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051609:occurrence-detection,2015-12-20T03:01:22Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051610:occurrence-detection,2015-12-20T03:01:54Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051611:occurrence-detection,2015-12-20T03:02:51Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051613:occurrence-detection,2015-12-20T03:03:15Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051614:occurrence-detection,2015-12-20T03:03:42Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051616:occurrence-detection,2015-12-20T03:04:15Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051617:occurrence-detection,2015-12-20T03:04:44Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051618:occurrence-detection,2015-12-20T03:05:20Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051620:occurrence-detection,2015-12-20T03:05:55Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051622:occurrence-detection,2015-12-20T03:06:28Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051624:occurrence-detection,2015-12-20T03:06:57Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051625:occurrence-detection,2015-12-20T03:08:11Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051627:occurrence-detection,2015-12-20T03:08:46Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051628:occurrence-detection,2015-12-20T03:09:20Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051629:occurrence-detection,2015-12-20T03:09:51Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051630:occurrence-detection,2015-12-20T03:10:15Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051631:occurrence-detection,2015-12-20T03:11:17Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051632:occurrence-detection,2015-12-20T03:11:48Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051633:occurrence-detection,2015-12-20T03:12:13Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051634:occurrence-detection,2015-12-20T03:12:42Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051635:occurrence-detection,2015-12-20T03:13:17Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051636:occurrence-detection,2015-12-20T03:14:49Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051637:occurrence-detection,2015-12-20T03:15:19Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051639:occurrence-detection,2015-12-20T03:15:41Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051640:occurrence-detection,2015-12-20T03:16:06Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051642:occurrence-detection,2015-12-20T03:16:33Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051644:occurrence-detection,2015-12-20T03:17:06Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051645:occurrence-detection,2015-12-20T03:17:34Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051647:occurrence-detection,2015-12-20T03:18:10Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051649:occurrence-detection,2015-12-20T03:18:44Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051650:occurrence-detection,2015-12-20T03:19:15Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051651:occurrence-detection,2015-12-20T03:19:40Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051652:occurrence-detection,2015-12-20T03:20:09Z,Anguilla anguilla,Animalia
etn:albert:3286:event-receiver-deployment,etn:2013_albertkanaal:728:53051653:occurrence-detection,2015-12-20T03:20:45Z,Anguilla anguilla,Animalia
