eventid,occurrenceid,scientificname,kingdom,vernacularname,sex,taxonrank
etn:2015_dijle:645:event-surgery,etn:2015_dijle:645:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_phd_verhelst:378:event-surgery,etn:2015_phd_verhelst:378:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:379:event-surgery,etn:2015_phd_verhelst:379:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:380:event-surgery,etn:2015_phd_verhelst:380:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:381:event-surgery,etn:2015_phd_verhelst:381:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2218:event-surgery,etn:2015_phd_verhelst:2218:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2230:event-surgery,etn:2015_phd_verhelst:2230:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2244:event-surgery,etn:2015_phd_verhelst:2244:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2251:event-surgery,etn:2015_phd_verhelst:2251:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2257:event-surgery,etn:2015_phd_verhelst:2257:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2254:event-surgery,etn:2015_phd_verhelst:2254:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2235:event-surgery,etn:2015_phd_verhelst:2235:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2249:event-surgery,etn:2015_phd_verhelst:2249:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2229:event-surgery,etn:2015_phd_verhelst:2229:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2260:event-surgery,etn:2015_phd_verhelst:2260:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2226:event-surgery,etn:2015_phd_verhelst:2226:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2227:event-surgery,etn:2015_phd_verhelst:2227:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2396:event-surgery,etn:2015_phd_verhelst:2396:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2397:event-surgery,etn:2015_phd_verhelst:2397:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:616:event-surgery,etn:2015_phd_verhelst:616:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2398:event-surgery,etn:2015_phd_verhelst:2398:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2399:event-surgery,etn:2015_phd_verhelst:2399:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2400:event-surgery,etn:2015_phd_verhelst:2400:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2401:event-surgery,etn:2015_phd_verhelst:2401:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2405:event-surgery,etn:2015_phd_verhelst:2405:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2404:event-surgery,etn:2015_phd_verhelst:2404:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2402:event-surgery,etn:2015_phd_verhelst:2402:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2403:event-surgery,etn:2015_phd_verhelst:2403:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:609:event-surgery,etn:2015_phd_verhelst:609:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:610:event-surgery,etn:2015_phd_verhelst:610:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:596:event-surgery,etn:2015_phd_verhelst:596:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:597:event-surgery,etn:2015_phd_verhelst:597:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:598:event-surgery,etn:2015_phd_verhelst:598:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:599:event-surgery,etn:2015_phd_verhelst:599:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:600:event-surgery,etn:2015_phd_verhelst:600:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:601:event-surgery,etn:2015_phd_verhelst:601:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:602:event-surgery,etn:2015_phd_verhelst:602:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:603:event-surgery,etn:2015_phd_verhelst:603:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:604:event-surgery,etn:2015_phd_verhelst:604:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:605:event-surgery,etn:2015_phd_verhelst:605:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:606:event-surgery,etn:2015_phd_verhelst:606:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:607:event-surgery,etn:2015_phd_verhelst:607:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:608:event-surgery,etn:2015_phd_verhelst:608:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:611:event-surgery,etn:2015_phd_verhelst:611:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:612:event-surgery,etn:2015_phd_verhelst:612:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:613:event-surgery,etn:2015_phd_verhelst:613:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:614:event-surgery,etn:2015_phd_verhelst:614:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:615:event-surgery,etn:2015_phd_verhelst:615:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:617:event-surgery,etn:2015_phd_verhelst:617:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:618:event-surgery,etn:2015_phd_verhelst:618:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:619:event-surgery,etn:2015_phd_verhelst:619:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:620:event-surgery,etn:2015_phd_verhelst:620:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:621:event-surgery,etn:2015_phd_verhelst:621:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:623:event-surgery,etn:2015_phd_verhelst:623:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:624:event-surgery,etn:2015_phd_verhelst:624:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:625:event-surgery,etn:2015_phd_verhelst:625:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:3212:event-surgery,etn:2015_phd_verhelst:3212:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2225:event-surgery,etn:2015_phd_verhelst:2225:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2250:event-surgery,etn:2015_phd_verhelst:2250:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2236:event-surgery,etn:2015_phd_verhelst:2236:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2224:event-surgery,etn:2015_phd_verhelst:2224:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2223:event-surgery,etn:2015_phd_verhelst:2223:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2259:event-surgery,etn:2015_phd_verhelst:2259:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2248:event-surgery,etn:2015_phd_verhelst:2248:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2222:event-surgery,etn:2015_phd_verhelst:2222:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2258:event-surgery,etn:2015_phd_verhelst:2258:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2264:event-surgery,etn:2015_phd_verhelst:2264:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2253:event-surgery,etn:2015_phd_verhelst:2253:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2246:event-surgery,etn:2015_phd_verhelst:2246:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2232:event-surgery,etn:2015_phd_verhelst:2232:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2220:event-surgery,etn:2015_phd_verhelst:2220:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2263:event-surgery,etn:2015_phd_verhelst:2263:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2256:event-surgery,etn:2015_phd_verhelst:2256:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2252:event-surgery,etn:2015_phd_verhelst:2252:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2245:event-surgery,etn:2015_phd_verhelst:2245:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2231:event-surgery,etn:2015_phd_verhelst:2231:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2219:event-surgery,etn:2015_phd_verhelst:2219:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2262:event-surgery,etn:2015_phd_verhelst:2262:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2261:event-surgery,etn:2015_phd_verhelst:2261:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2255:event-surgery,etn:2015_phd_verhelst:2255:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2221:event-surgery,etn:2015_phd_verhelst:2221:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2233:event-surgery,etn:2015_phd_verhelst:2233:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2247:event-surgery,etn:2015_phd_verhelst:2247:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:3209:event-surgery,etn:2015_phd_verhelst:3209:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2778:event-surgery,etn:2015_phd_verhelst:2778:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:3211:event-surgery,etn:2015_phd_verhelst:3211:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:3529:event-surgery,etn:2015_phd_verhelst:3529:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:3531:event-surgery,etn:2015_phd_verhelst:3531:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:3527:event-surgery,etn:2015_phd_verhelst:3527:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:3528:event-surgery,etn:2015_phd_verhelst:3528:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:3208:event-surgery,etn:2015_phd_verhelst:3208:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:3210:event-surgery,etn:2015_phd_verhelst:3210:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:3213:event-surgery,etn:2015_phd_verhelst:3213:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2433:event-surgery,etn:2015_phd_verhelst:2433:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2431:event-surgery,etn:2015_phd_verhelst:2431:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2432:event-surgery,etn:2015_phd_verhelst:2432:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2430:event-surgery,etn:2015_phd_verhelst:2430:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2429:event-surgery,etn:2015_phd_verhelst:2429:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2428:event-surgery,etn:2015_phd_verhelst:2428:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2427:event-surgery,etn:2015_phd_verhelst:2427:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2425:event-surgery,etn:2015_phd_verhelst:2425:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2424:event-surgery,etn:2015_phd_verhelst:2424:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2423:event-surgery,etn:2015_phd_verhelst:2423:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2422:event-surgery,etn:2015_phd_verhelst:2422:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2421:event-surgery,etn:2015_phd_verhelst:2421:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2420:event-surgery,etn:2015_phd_verhelst:2420:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2419:event-surgery,etn:2015_phd_verhelst:2419:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2418:event-surgery,etn:2015_phd_verhelst:2418:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2417:event-surgery,etn:2015_phd_verhelst:2417:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2415:event-surgery,etn:2015_phd_verhelst:2415:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2414:event-surgery,etn:2015_phd_verhelst:2414:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2413:event-surgery,etn:2015_phd_verhelst:2413:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2412:event-surgery,etn:2015_phd_verhelst:2412:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2411:event-surgery,etn:2015_phd_verhelst:2411:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2410:event-surgery,etn:2015_phd_verhelst:2410:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2409:event-surgery,etn:2015_phd_verhelst:2409:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2408:event-surgery,etn:2015_phd_verhelst:2408:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2416:event-surgery,etn:2015_phd_verhelst:2416:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2407:event-surgery,etn:2015_phd_verhelst:2407:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2406:event-surgery,etn:2015_phd_verhelst:2406:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2777:event-surgery,etn:2015_phd_verhelst:2777:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2234:event-surgery,etn:2015_phd_verhelst:2234:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_phd_verhelst:2426:event-surgery,etn:2015_phd_verhelst:2426:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
