eventid,occurrenceid,scientificname,kingdom,vernacularname,sex,taxonrank
etn:2013_albertkanaal:2204:event-surgery,etn:2013_albertkanaal:2204:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2180:event-surgery,etn:2013_albertkanaal:2180:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2184:event-surgery,etn:2013_albertkanaal:2184:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2193:event-surgery,etn:2013_albertkanaal:2193:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2331:event-surgery,etn:2013_albertkanaal:2331:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2334:event-surgery,etn:2013_albertkanaal:2334:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2335:event-surgery,etn:2013_albertkanaal:2335:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2336:event-surgery,etn:2013_albertkanaal:2336:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2337:event-surgery,etn:2013_albertkanaal:2337:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2339:event-surgery,etn:2013_albertkanaal:2339:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2349:event-surgery,etn:2013_albertkanaal:2349:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2341:event-surgery,etn:2013_albertkanaal:2341:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2344:event-surgery,etn:2013_albertkanaal:2344:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2350:event-surgery,etn:2013_albertkanaal:2350:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2354:event-surgery,etn:2013_albertkanaal:2354:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2343:event-surgery,etn:2013_albertkanaal:2343:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2178:event-surgery,etn:2013_albertkanaal:2178:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2338:event-surgery,etn:2013_albertkanaal:2338:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2333:event-surgery,etn:2013_albertkanaal:2333:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2355:event-surgery,etn:2013_albertkanaal:2355:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2346:event-surgery,etn:2013_albertkanaal:2346:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2345:event-surgery,etn:2013_albertkanaal:2345:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2340:event-surgery,etn:2013_albertkanaal:2340:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2342:event-surgery,etn:2013_albertkanaal:2342:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2330:event-surgery,etn:2013_albertkanaal:2330:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2332:event-surgery,etn:2013_albertkanaal:2332:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2347:event-surgery,etn:2013_albertkanaal:2347:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:520:event-surgery,etn:2013_albertkanaal:520:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:521:event-surgery,etn:2013_albertkanaal:521:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:522:event-surgery,etn:2013_albertkanaal:522:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:523:event-surgery,etn:2013_albertkanaal:523:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:524:event-surgery,etn:2013_albertkanaal:524:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:525:event-surgery,etn:2013_albertkanaal:525:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:526:event-surgery,etn:2013_albertkanaal:526:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:527:event-surgery,etn:2013_albertkanaal:527:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:528:event-surgery,etn:2013_albertkanaal:528:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:529:event-surgery,etn:2013_albertkanaal:529:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:530:event-surgery,etn:2013_albertkanaal:530:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:531:event-surgery,etn:2013_albertkanaal:531:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:536:event-surgery,etn:2013_albertkanaal:536:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:537:event-surgery,etn:2013_albertkanaal:537:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:548:event-surgery,etn:2013_albertkanaal:548:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:302:event-surgery,etn:2013_albertkanaal:302:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:303:event-surgery,etn:2013_albertkanaal:303:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:547:event-surgery,etn:2013_albertkanaal:547:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2176:event-surgery,etn:2013_albertkanaal:2176:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2182:event-surgery,etn:2013_albertkanaal:2182:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2175:event-surgery,etn:2013_albertkanaal:2175:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2212:event-surgery,etn:2013_albertkanaal:2212:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2201:event-surgery,etn:2013_albertkanaal:2201:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2217:event-surgery,etn:2013_albertkanaal:2217:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2209:event-surgery,etn:2013_albertkanaal:2209:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2177:event-surgery,etn:2013_albertkanaal:2177:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2202:event-surgery,etn:2013_albertkanaal:2202:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2211:event-surgery,etn:2013_albertkanaal:2211:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2210:event-surgery,etn:2013_albertkanaal:2210:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2215:event-surgery,etn:2013_albertkanaal:2215:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2213:event-surgery,etn:2013_albertkanaal:2213:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2206:event-surgery,etn:2013_albertkanaal:2206:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2205:event-surgery,etn:2013_albertkanaal:2205:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2208:event-surgery,etn:2013_albertkanaal:2208:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2207:event-surgery,etn:2013_albertkanaal:2207:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2194:event-surgery,etn:2013_albertkanaal:2194:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2192:event-surgery,etn:2013_albertkanaal:2192:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2191:event-surgery,etn:2013_albertkanaal:2191:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2190:event-surgery,etn:2013_albertkanaal:2190:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2189:event-surgery,etn:2013_albertkanaal:2189:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2185:event-surgery,etn:2013_albertkanaal:2185:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2199:event-surgery,etn:2013_albertkanaal:2199:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2196:event-surgery,etn:2013_albertkanaal:2196:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2197:event-surgery,etn:2013_albertkanaal:2197:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2200:event-surgery,etn:2013_albertkanaal:2200:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2198:event-surgery,etn:2013_albertkanaal:2198:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:542:event-surgery,etn:2013_albertkanaal:542:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:515:event-surgery,etn:2013_albertkanaal:515:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:549:event-surgery,etn:2013_albertkanaal:549:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:553:event-surgery,etn:2013_albertkanaal:553:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:554:event-surgery,etn:2013_albertkanaal:554:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:555:event-surgery,etn:2013_albertkanaal:555:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:556:event-surgery,etn:2013_albertkanaal:556:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:284:event-surgery,etn:2013_albertkanaal:284:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:287:event-surgery,etn:2013_albertkanaal:287:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:288:event-surgery,etn:2013_albertkanaal:288:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2186:event-surgery,etn:2013_albertkanaal:2186:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:290:event-surgery,etn:2013_albertkanaal:290:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:291:event-surgery,etn:2013_albertkanaal:291:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:292:event-surgery,etn:2013_albertkanaal:292:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:293:event-surgery,etn:2013_albertkanaal:293:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:294:event-surgery,etn:2013_albertkanaal:294:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:300:event-surgery,etn:2013_albertkanaal:300:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:301:event-surgery,etn:2013_albertkanaal:301:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:285:event-surgery,etn:2013_albertkanaal:285:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:286:event-surgery,etn:2013_albertkanaal:286:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:516:event-surgery,etn:2013_albertkanaal:516:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:519:event-surgery,etn:2013_albertkanaal:519:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2154:event-surgery,etn:2013_albertkanaal:2154:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2174:event-surgery,etn:2013_albertkanaal:2174:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:311:event-surgery,etn:2013_albertkanaal:311:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:310:event-surgery,etn:2013_albertkanaal:310:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:312:event-surgery,etn:2013_albertkanaal:312:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:315:event-surgery,etn:2013_albertkanaal:315:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:363:event-surgery,etn:2013_albertkanaal:363:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:373:event-surgery,etn:2013_albertkanaal:373:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:376:event-surgery,etn:2013_albertkanaal:376:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:377:event-surgery,etn:2013_albertkanaal:377:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:307:event-surgery,etn:2013_albertkanaal:307:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:309:event-surgery,etn:2013_albertkanaal:309:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:313:event-surgery,etn:2013_albertkanaal:313:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:314:event-surgery,etn:2013_albertkanaal:314:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:308:event-surgery,etn:2013_albertkanaal:308:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:361:event-surgery,etn:2013_albertkanaal:361:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:362:event-surgery,etn:2013_albertkanaal:362:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:317:event-surgery,etn:2013_albertkanaal:317:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:318:event-surgery,etn:2013_albertkanaal:318:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:319:event-surgery,etn:2013_albertkanaal:319:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:322:event-surgery,etn:2013_albertkanaal:322:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:323:event-surgery,etn:2013_albertkanaal:323:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:321:event-surgery,etn:2013_albertkanaal:321:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:320:event-surgery,etn:2013_albertkanaal:320:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:339:event-surgery,etn:2013_albertkanaal:339:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:340:event-surgery,etn:2013_albertkanaal:340:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:347:event-surgery,etn:2013_albertkanaal:347:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:348:event-surgery,etn:2013_albertkanaal:348:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:389:event-surgery,etn:2013_albertkanaal:389:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:341:event-surgery,etn:2013_albertkanaal:341:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:343:event-surgery,etn:2013_albertkanaal:343:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:342:event-surgery,etn:2013_albertkanaal:342:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:344:event-surgery,etn:2013_albertkanaal:344:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:345:event-surgery,etn:2013_albertkanaal:345:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2292:event-surgery,etn:2013_albertkanaal:2292:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2293:event-surgery,etn:2013_albertkanaal:2293:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2358:event-surgery,etn:2013_albertkanaal:2358:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2299:event-surgery,etn:2013_albertkanaal:2299:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2308:event-surgery,etn:2013_albertkanaal:2308:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2307:event-surgery,etn:2013_albertkanaal:2307:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2309:event-surgery,etn:2013_albertkanaal:2309:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2322:event-surgery,etn:2013_albertkanaal:2322:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2323:event-surgery,etn:2013_albertkanaal:2323:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2297:event-surgery,etn:2013_albertkanaal:2297:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2291:event-surgery,etn:2013_albertkanaal:2291:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2298:event-surgery,etn:2013_albertkanaal:2298:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2296:event-surgery,etn:2013_albertkanaal:2296:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2303:event-surgery,etn:2013_albertkanaal:2303:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2301:event-surgery,etn:2013_albertkanaal:2301:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2304:event-surgery,etn:2013_albertkanaal:2304:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2319:event-surgery,etn:2013_albertkanaal:2319:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2317:event-surgery,etn:2013_albertkanaal:2317:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2311:event-surgery,etn:2013_albertkanaal:2311:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2320:event-surgery,etn:2013_albertkanaal:2320:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2316:event-surgery,etn:2013_albertkanaal:2316:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2315:event-surgery,etn:2013_albertkanaal:2315:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2290:event-surgery,etn:2013_albertkanaal:2290:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2305:event-surgery,etn:2013_albertkanaal:2305:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2321:event-surgery,etn:2013_albertkanaal:2321:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2314:event-surgery,etn:2013_albertkanaal:2314:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2313:event-surgery,etn:2013_albertkanaal:2313:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2324:event-surgery,etn:2013_albertkanaal:2324:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2300:event-surgery,etn:2013_albertkanaal:2300:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2295:event-surgery,etn:2013_albertkanaal:2295:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2310:event-surgery,etn:2013_albertkanaal:2310:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2306:event-surgery,etn:2013_albertkanaal:2306:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2318:event-surgery,etn:2013_albertkanaal:2318:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2014_demer:385:event-surgery,etn:2014_demer:385:occurrence-capture,Silurus glanis,Animalia,wels catfish,male,species
etn:2014_demer:383:event-surgery,etn:2014_demer:383:occurrence-capture,Squalius cephalus,Animalia,chub,female,species
etn:2014_demer:382:event-surgery,etn:2014_demer:382:occurrence-capture,Squalius cephalus,Animalia,chub,female,species
etn:2014_demer:372:event-surgery,etn:2014_demer:372:occurrence-capture,Squalius cephalus,Animalia,chub,female,species
etn:2014_demer:384:event-surgery,etn:2014_demer:384:occurrence-capture,Silurus glanis,Animalia,wels catfish,male,species
etn:2014_demer:306:event-surgery,etn:2014_demer:306:occurrence-capture,Petromyzon marinus,Animalia,sea lamprey,unknown,species
etn:2014_demer:305:event-surgery,etn:2014_demer:305:occurrence-capture,Rutilus rutilus,Animalia,roach,male,species
etn:2014_demer:304:event-surgery,etn:2014_demer:304:occurrence-capture,Rutilus rutilus,Animalia,roach,female,species
etn:2014_demer:365:event-surgery,etn:2014_demer:365:occurrence-capture,Silurus glanis,Animalia,wels catfish,male,species
etn:2014_demer:366:event-surgery,etn:2014_demer:366:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2014_demer:367:event-surgery,etn:2014_demer:367:occurrence-capture,Silurus glanis,Animalia,wels catfish,male,species
etn:2014_demer:386:event-surgery,etn:2014_demer:386:occurrence-capture,Silurus glanis,Animalia,wels catfish,male,species
etn:2014_demer:371:event-surgery,etn:2014_demer:371:occurrence-capture,Petromyzon marinus,Animalia,sea lamprey,unknown,species
etn:2014_demer:370:event-surgery,etn:2014_demer:370:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2014_demer:368:event-surgery,etn:2014_demer:368:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2014_demer:369:event-surgery,etn:2014_demer:369:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_dijle:499:event-surgery,etn:2015_dijle:499:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2015_dijle:509:event-surgery,etn:2015_dijle:509:occurrence-capture,Cyprinus carpio,Animalia,common carp,unknown,species
etn:2015_dijle:513:event-surgery,etn:2015_dijle:513:occurrence-capture,Cyprinus carpio,Animalia,common carp,unknown,species
etn:2015_dijle:510:event-surgery,etn:2015_dijle:510:occurrence-capture,Rutilus rutilus,Animalia,roach,unknown,species
etn:2015_dijle:505:event-surgery,etn:2015_dijle:505:occurrence-capture,Rutilus rutilus,Animalia,roach,unknown,species
etn:2015_dijle:502:event-surgery,etn:2015_dijle:502:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_dijle:496:event-surgery,etn:2015_dijle:496:occurrence-capture,Platichthys flesus,Animalia,European flounder,unknown,species
etn:2015_dijle:500:event-surgery,etn:2015_dijle:500:occurrence-capture,Rutilus rutilus,Animalia,roach,unknown,species
etn:2015_dijle:506:event-surgery,etn:2015_dijle:506:occurrence-capture,Rutilus rutilus,Animalia,roach,unknown,species
etn:2015_dijle:514:event-surgery,etn:2015_dijle:514:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_dijle:508:event-surgery,etn:2015_dijle:508:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_dijle:503:event-surgery,etn:2015_dijle:503:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_dijle:507:event-surgery,etn:2015_dijle:507:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_dijle:641:event-surgery,etn:2015_dijle:641:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_dijle:504:event-surgery,etn:2015_dijle:504:occurrence-capture,Platichthys flesus,Animalia,European flounder,unknown,species
etn:2015_dijle:497:event-surgery,etn:2015_dijle:497:occurrence-capture,Platichthys flesus,Animalia,European flounder,unknown,species
etn:2015_dijle:495:event-surgery,etn:2015_dijle:495:occurrence-capture,Platichthys flesus,Animalia,European flounder,unknown,species
etn:2015_dijle:494:event-surgery,etn:2015_dijle:494:occurrence-capture,Platichthys flesus,Animalia,European flounder,unknown,species
etn:2015_dijle:501:event-surgery,etn:2015_dijle:501:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_dijle:492:event-surgery,etn:2015_dijle:492:occurrence-capture,Platichthys flesus,Animalia,European flounder,unknown,species
etn:2015_dijle:511:event-surgery,etn:2015_dijle:511:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_dijle:512:event-surgery,etn:2015_dijle:512:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
etn:2015_dijle:498:event-surgery,etn:2015_dijle:498:occurrence-capture,Platichthys flesus,Animalia,European flounder,unknown,species
etn:2015_dijle:493:event-surgery,etn:2015_dijle:493:occurrence-capture,Platichthys flesus,Animalia,European flounder,unknown,species
etn:2015_dijle:649:event-surgery,etn:2015_dijle:649:occurrence-capture,Silurus glanis,Animalia,wels catfish,unknown,species
