eventID,occurrenceID,measurementType,measurementUnit,measurementValue
,2013_albertkanaal:323:occurrence-capture,total length,cm,82.9
,2013_albertkanaal:332:occurrence-capture,total length,cm,89
,2013_albertkanaal:333:occurrence-capture,total length,cm,102
,2013_albertkanaal:334:occurrence-capture,total length,cm,73.4
,2013_albertkanaal:335:occurrence-capture,total length,cm,80.7
,2013_albertkanaal:336:occurrence-capture,total length,cm,85.4
,2013_albertkanaal:2276:occurrence-capture,total length,mm,890
,2013_albertkanaal:2277:occurrence-capture,total length,mm,885
,2013_albertkanaal:2278:occurrence-capture,total length,mm,906
,2013_albertkanaal:2279:occurrence-capture,total length,mm,849
,2013_albertkanaal:2280:occurrence-capture,total length,mm,870
,2013_albertkanaal:2281:occurrence-capture,total length,mm,878
,2013_albertkanaal:2282:occurrence-capture,total length,mm,884
,2013_albertkanaal:2266:occurrence-capture,total length,cm,83.7
,2013_albertkanaal:2267:occurrence-capture,total length,cm,83.2
,2013_albertkanaal:2268:occurrence-capture,total length,cm,77.3
,2013_albertkanaal:2269:occurrence-capture,total length,cm,75.6
,2013_albertkanaal:2270:occurrence-capture,total length,cm,67.7
,2013_albertkanaal:2271:occurrence-capture,total length,cm,95.7
,2013_albertkanaal:2272:occurrence-capture,total length,cm,93.5
,2013_albertkanaal:2273:occurrence-capture,total length,cm,74.4
,2013_albertkanaal:2274:occurrence-capture,total length,cm,87.8
,2013_albertkanaal:2275:occurrence-capture,total length,cm,87.2
,2013_albertkanaal:2283:occurrence-capture,total length,mm,886
,2013_albertkanaal:2284:occurrence-capture,total length,mm,852
,2013_albertkanaal:2285:occurrence-capture,total length,mm,747
,2013_albertkanaal:363:occurrence-capture,total length,cm,98
,2013_albertkanaal:342:occurrence-capture,total length,cm,81.2
,2013_albertkanaal:343:occurrence-capture,total length,cm,73.8
,2013_albertkanaal:344:occurrence-capture,total length,cm,77.3
,2013_albertkanaal:349:occurrence-capture,total length,cm,77.5
,2013_albertkanaal:350:occurrence-capture,total length,cm,78
,2013_albertkanaal:351:occurrence-capture,total length,cm,88
,2013_albertkanaal:352:occurrence-capture,total length,cm,89.5
,2013_albertkanaal:353:occurrence-capture,total length,cm,78
,2013_albertkanaal:354:occurrence-capture,total length,cm,84
,2013_albertkanaal:355:occurrence-capture,total length,cm,94
,2013_albertkanaal:359:occurrence-capture,total length,cm,77
,2013_albertkanaal:360:occurrence-capture,total length,cm,93
,2013_albertkanaal:364:occurrence-capture,total length,cm,97.5
,2013_albertkanaal:2286:occurrence-capture,total length,mm,885
,2013_albertkanaal:2287:occurrence-capture,total length,mm,870
,2013_albertkanaal:2288:occurrence-capture,total length,mm,908
,2013_albertkanaal:2289:occurrence-capture,total length,mm,890
,2015_phd_verhelst:638:occurrence-capture,total length,cm,72.8
,2015_phd_verhelst:639:occurrence-capture,total length,cm,76.2
,2015_phd_verhelst:640:occurrence-capture,total length,cm,67.9
,2015_dijle:641:occurrence-capture,total length,cm,108
,2015_phd_verhelst:642:occurrence-capture,total length,cm,61.9
,2015_phd_verhelst:643:occurrence-capture,total length,cm,65.6
,2015_phd_verhelst:644:occurrence-capture,total length,cm,62.5
,2015_dijle:645:occurrence-capture,total length,cm,116.5
,2015_phd_verhelst:2160:occurrence-capture,total length,cm,57
,2015_phd_verhelst:646:occurrence-capture,total length,cm,69.3
,2015_phd_verhelst:647:occurrence-capture,total length,cm,67
,2015_phd_verhelst:648:occurrence-capture,total length,cm,73.5
,2013_albertkanaal:2154:occurrence-capture,total length,mm,900
,2015_dijle:649:occurrence-capture,total length,cm,126
,2015_phd_verhelst:613:occurrence-capture,total length,cm,73.7
,2015_phd_verhelst:614:occurrence-capture,total length,cm,74.8
,2015_phd_verhelst:615:occurrence-capture,total length,cm,75.4
,2015_phd_verhelst:616:occurrence-capture,total length,cm,81.6
,2015_phd_verhelst:617:occurrence-capture,total length,cm,63.7
,2015_phd_verhelst:618:occurrence-capture,total length,cm,78.3
,2015_phd_verhelst:2226:occurrence-capture,total length,cm,65.5
,2015_phd_verhelst:2222:occurrence-capture,total length,cm,92
,2015_phd_verhelst:2223:occurrence-capture,total length,cm,73.4
,2015_phd_verhelst:2224:occurrence-capture,total length,cm,66.6
,2015_phd_verhelst:2221:occurrence-capture,total length,cm,82
,2015_phd_verhelst:2225:occurrence-capture,total length,cm,74.9
,2015_phd_verhelst:2227:occurrence-capture,total length,cm,70
,2015_phd_verhelst:2228:occurrence-capture,total length,cm,72
,2015_phd_verhelst:2229:occurrence-capture,total length,cm,69.6
,2015_phd_verhelst:2230:occurrence-capture,total length,cm,67.8
,2015_phd_verhelst:2231:occurrence-capture,total length,cm,67.3
,2015_phd_verhelst:2232:occurrence-capture,total length,cm,70.6
,2015_phd_verhelst:2234:occurrence-capture,total length,cm,75.6
,2015_phd_verhelst:2233:occurrence-capture,total length,cm,78.5
,2015_phd_verhelst:2235:occurrence-capture,total length,cm,86
,2015_phd_verhelst:2236:occurrence-capture,total length,cm,65.9
,2015_phd_verhelst:2244:occurrence-capture,total length,cm,70.7
,2015_phd_verhelst:2245:occurrence-capture,total length,cm,71.2
,2015_phd_verhelst:2246:occurrence-capture,total length,cm,59.5
,2015_phd_verhelst:2247:occurrence-capture,total length,cm,64.2
,2015_phd_verhelst:2248:occurrence-capture,total length,cm,64.3
,2015_phd_verhelst:2249:occurrence-capture,total length,cm,76.8
,2015_phd_verhelst:2250:occurrence-capture,total length,cm,60.8
,2015_phd_verhelst:2251:occurrence-capture,total length,cm,69.3
,2015_phd_verhelst:612:occurrence-capture,total length,cm,69.3
,2015_phd_verhelst:619:occurrence-capture,total length,cm,77.5
,2015_phd_verhelst:620:occurrence-capture,total length,cm,68.3
,2015_phd_verhelst:2252:occurrence-capture,total length,cm,87.1
,2015_phd_verhelst:2253:occurrence-capture,total length,cm,74.2
,2015_phd_verhelst:2254:occurrence-capture,total length,cm,68
,2015_phd_verhelst:2255:occurrence-capture,total length,cm,63.6
,2015_phd_verhelst:2256:occurrence-capture,total length,cm,74.7
,2015_phd_verhelst:2257:occurrence-capture,total length,cm,62
,2015_phd_verhelst:2258:occurrence-capture,total length,cm,76.4
,2015_phd_verhelst:2259:occurrence-capture,total length,cm,81
,2015_phd_verhelst:2260:occurrence-capture,total length,cm,68
,2015_phd_verhelst:2261:occurrence-capture,total length,cm,56.8
,2015_phd_verhelst:2262:occurrence-capture,total length,cm,60.4
,2015_phd_verhelst:2263:occurrence-capture,total length,cm,77.3
,2015_phd_verhelst:2264:occurrence-capture,total length,cm,93.2
,2015_phd_verhelst:2396:occurrence-capture,total length,cm,79.8
,2015_phd_verhelst:2397:occurrence-capture,total length,cm,65.9
,2015_phd_verhelst:2398:occurrence-capture,total length,cm,78
,2015_phd_verhelst:2399:occurrence-capture,total length,cm,59.9
,2015_phd_verhelst:2400:occurrence-capture,total length,cm,65.7
,2015_phd_verhelst:2218:occurrence-capture,total length,cm,78.3
,2015_phd_verhelst:2220:occurrence-capture,total length,cm,64.5
,2015_phd_verhelst:2219:occurrence-capture,total length,cm,66.7
,2015_phd_verhelst:3210:occurrence-capture,total length,cm,75.9
,2015_phd_verhelst:3212:occurrence-capture,total length,cm,71.9
,2015_phd_verhelst:3211:occurrence-capture,total length,cm,66.7
,2015_phd_verhelst:3209:occurrence-capture,total length,cm,76.6
,2015_phd_verhelst:3208:occurrence-capture,total length,cm,79
,2015_phd_verhelst:3213:occurrence-capture,total length,cm,66.7
,2015_phd_verhelst:3529:occurrence-capture,total length,cm,76.2
,2015_phd_verhelst:3527:occurrence-capture,total length,cm,76.5
,2015_phd_verhelst:3528:occurrence-capture,total length,cm,70
,2015_phd_verhelst:3530:occurrence-capture,total length,cm,70.2
,2015_phd_verhelst:3531:occurrence-capture,total length,cm,71
,2013_albertkanaal:2301:occurrence-capture,total length,mm,847
,2013_albertkanaal:2302:occurrence-capture,total length,mm,931
,2013_albertkanaal:2303:occurrence-capture,total length,mm,861
,2013_albertkanaal:2304:occurrence-capture,total length,mm,806
,2013_albertkanaal:2305:occurrence-capture,total length,mm,834
,2013_albertkanaal:2306:occurrence-capture,total length,mm,801
,2013_albertkanaal:2307:occurrence-capture,total length,mm,745
,2013_albertkanaal:2308:occurrence-capture,total length,mm,837
,2013_albertkanaal:2309:occurrence-capture,total length,mm,875
,2013_albertkanaal:2310:occurrence-capture,total length,mm,818
,2013_albertkanaal:2311:occurrence-capture,total length,mm,790
,2015_phd_verhelst:380:occurrence-capture,total length,cm,69.5
,2015_phd_verhelst:379:occurrence-capture,total length,cm,68.5
,2015_phd_verhelst:378:occurrence-capture,total length,cm,63.6
,2015_phd_verhelst:381:occurrence-capture,total length,cm,63.8
,2013_albertkanaal:361:occurrence-capture,total length,cm,91.2
,2013_albertkanaal:362:occurrence-capture,total length,cm,97.8
,2014_demer:365:occurrence-capture,total length,cm,45
,2014_demer:366:occurrence-capture,total length,cm,64.5
,2014_demer:367:occurrence-capture,total length,cm,55.5
,2014_demer:368:occurrence-capture,total length,cm,125
,2014_demer:369:occurrence-capture,total length,cm,58
,2014_demer:370:occurrence-capture,total length,cm,105
,2014_demer:371:occurrence-capture,total length,cm,67.6
,2014_demer:372:occurrence-capture,total length,cm,49.3
,2015_phd_verhelst:598:occurrence-capture,total length,cm,62.5
,2015_phd_verhelst:599:occurrence-capture,total length,cm,65.4
,2015_phd_verhelst:600:occurrence-capture,total length,cm,67
,2015_phd_verhelst:601:occurrence-capture,total length,cm,64.5
,2015_phd_verhelst:602:occurrence-capture,total length,cm,69.4
,2015_phd_verhelst:603:occurrence-capture,total length,cm,70.3
,2015_phd_verhelst:604:occurrence-capture,total length,cm,57.5
,2015_phd_verhelst:625:occurrence-capture,total length,cm,66.5
,2015_phd_verhelst:595:occurrence-capture,total length,cm,67.2
,2015_phd_verhelst:596:occurrence-capture,total length,cm,63.5
,2015_phd_verhelst:597:occurrence-capture,total length,cm,66.2
,2015_phd_verhelst:605:occurrence-capture,total length,cm,83.5
,2015_phd_verhelst:606:occurrence-capture,total length,cm,71.8
,2015_phd_verhelst:607:occurrence-capture,total length,cm,75.9
,2015_phd_verhelst:608:occurrence-capture,total length,cm,74.3
,2015_phd_verhelst:609:occurrence-capture,total length,cm,64.4
,2015_phd_verhelst:610:occurrence-capture,total length,cm,74.5
,2015_phd_verhelst:611:occurrence-capture,total length,cm,74
,2013_albertkanaal:308:occurrence-capture,total length,cm,69
,2013_albertkanaal:309:occurrence-capture,total length,cm,70.8
,2013_albertkanaal:310:occurrence-capture,total length,cm,63.5
,2013_albertkanaal:311:occurrence-capture,total length,cm,61.5
,2013_albertkanaal:312:occurrence-capture,total length,cm,88
,2013_albertkanaal:313:occurrence-capture,total length,cm,61.4
,2013_albertkanaal:314:occurrence-capture,total length,cm,82.1
,2013_albertkanaal:315:occurrence-capture,total length,cm,89.5
,2013_albertkanaal:316:occurrence-capture,total length,cm,82.6
,2013_albertkanaal:307:occurrence-capture,total length,cm,63
,2013_albertkanaal:319:occurrence-capture,total length,cm,79.2
,2013_albertkanaal:324:occurrence-capture,total length,cm,78.8
,2013_albertkanaal:325:occurrence-capture,total length,cm,85.8
,2013_albertkanaal:326:occurrence-capture,total length,cm,84.4
,2013_albertkanaal:327:occurrence-capture,total length,cm,81.2
,2013_albertkanaal:328:occurrence-capture,total length,cm,78.8
,2013_albertkanaal:329:occurrence-capture,total length,cm,91.9
,2013_albertkanaal:330:occurrence-capture,total length,cm,91.3
,2013_albertkanaal:331:occurrence-capture,total length,cm,92.7
,2013_albertkanaal:337:occurrence-capture,total length,cm,75.7
,2013_albertkanaal:338:occurrence-capture,total length,cm,80.4
,2013_albertkanaal:339:occurrence-capture,total length,cm,80
,2013_albertkanaal:340:occurrence-capture,total length,cm,83.3
,2013_albertkanaal:341:occurrence-capture,total length,cm,73.3
,2013_albertkanaal:345:occurrence-capture,total length,cm,75.2
,2013_albertkanaal:346:occurrence-capture,total length,cm,76.6
,2013_albertkanaal:347:occurrence-capture,total length,cm,73
,2013_albertkanaal:348:occurrence-capture,total length,cm,74.7
,2013_albertkanaal:356:occurrence-capture,total length,cm,77.2
,2013_albertkanaal:357:occurrence-capture,total length,cm,88.7
,2013_albertkanaal:358:occurrence-capture,total length,cm,62
,2015_phd_verhelst:621:occurrence-capture,total length,cm,68.9
,2015_phd_verhelst:622:occurrence-capture,total length,cm,78.9
,2015_phd_verhelst:623:occurrence-capture,total length,cm,79.1
,2015_phd_verhelst:624:occurrence-capture,total length,cm,73
,2013_albertkanaal:2290:occurrence-capture,pectoral fin length,mm,45.9
,2013_albertkanaal:2291:occurrence-capture,pectoral fin length,mm,41.25
,2013_albertkanaal:2292:occurrence-capture,pectoral fin length,mm,39.65
,2013_albertkanaal:2293:occurrence-capture,pectoral fin length,mm,41.7
,2013_albertkanaal:2294:occurrence-capture,pectoral fin length,mm,39.1
,2013_albertkanaal:2295:occurrence-capture,pectoral fin length,mm,39.3
,2013_albertkanaal:2296:occurrence-capture,pectoral fin length,mm,38.4
,2013_albertkanaal:2297:occurrence-capture,pectoral fin length,mm,31.05
,2013_albertkanaal:2298:occurrence-capture,pectoral fin length,mm,41.6
,2013_albertkanaal:2299:occurrence-capture,pectoral fin length,mm,49.8
,2013_albertkanaal:2300:occurrence-capture,pectoral fin length,mm,36.2
,2013_albertkanaal:2779:occurrence-capture,pectoral fin length,mm,40.2
,2013_albertkanaal:2780:occurrence-capture,pectoral fin length,mm,38.9
,2013_albertkanaal:2781:occurrence-capture,pectoral fin length,mm,44.7
,2013_albertkanaal:2782:occurrence-capture,pectoral fin length,mm,45.75
,2013_albertkanaal:2783:occurrence-capture,pectoral fin length,mm,38.15
,2013_albertkanaal:2784:occurrence-capture,pectoral fin length,mm,49.65
,2013_albertkanaal:2785:occurrence-capture,pectoral fin length,mm,37.3
,2013_albertkanaal:2786:occurrence-capture,pectoral fin length,mm,50.85
,2013_albertkanaal:2787:occurrence-capture,pectoral fin length,mm,44.9
,2013_albertkanaal:2788:occurrence-capture,pectoral fin length,mm,51.25
,2013_albertkanaal:720:occurrence-capture,pectoral fin length,mm,41.73
,2013_albertkanaal:704:occurrence-capture,pectoral fin length,mm,42
,2012_leopoldkanaal:438:occurrence-capture,horizontal eye diameter,mm,7
,2012_leopoldkanaal:439:occurrence-capture,horizontal eye diameter,mm,8.6
,2012_leopoldkanaal:440:occurrence-capture,horizontal eye diameter,mm,5.7
,2012_leopoldkanaal:441:occurrence-capture,horizontal eye diameter,mm,8.5
,2012_leopoldkanaal:442:occurrence-capture,horizontal eye diameter,mm,8.5
,2012_leopoldkanaal:443:occurrence-capture,horizontal eye diameter,mm,8.2
,2012_leopoldkanaal:444:occurrence-capture,horizontal eye diameter,mm,6.6
,2012_leopoldkanaal:445:occurrence-capture,horizontal eye diameter,mm,6.6
,2012_leopoldkanaal:446:occurrence-capture,horizontal eye diameter,mm,8.4
,2012_leopoldkanaal:447:occurrence-capture,horizontal eye diameter,mm,6.55
,2012_leopoldkanaal:448:occurrence-capture,horizontal eye diameter,mm,7.8
,2012_leopoldkanaal:449:occurrence-capture,horizontal eye diameter,mm,6.95
,2012_leopoldkanaal:450:occurrence-capture,horizontal eye diameter,mm,8.6
,2012_leopoldkanaal:451:occurrence-capture,horizontal eye diameter,mm,7.5
,2012_leopoldkanaal:452:occurrence-capture,horizontal eye diameter,mm,6.95
,2012_leopoldkanaal:453:occurrence-capture,horizontal eye diameter,mm,7.2
,2012_leopoldkanaal:454:occurrence-capture,horizontal eye diameter,mm,7.4
,2012_leopoldkanaal:455:occurrence-capture,horizontal eye diameter,mm,7.25
,2012_leopoldkanaal:456:occurrence-capture,horizontal eye diameter,mm,7.8
,2012_leopoldkanaal:457:occurrence-capture,horizontal eye diameter,mm,6.3
,2012_leopoldkanaal:458:occurrence-capture,horizontal eye diameter,mm,6.05
,2012_leopoldkanaal:459:occurrence-capture,horizontal eye diameter,mm,7.2
,2012_leopoldkanaal:460:occurrence-capture,horizontal eye diameter,mm,5.1
,2012_leopoldkanaal:461:occurrence-capture,horizontal eye diameter,mm,9.5
,2012_leopoldkanaal:462:occurrence-capture,horizontal eye diameter,mm,6.8
,2012_leopoldkanaal:463:occurrence-capture,horizontal eye diameter,mm,5.95
,2012_leopoldkanaal:464:occurrence-capture,horizontal eye diameter,mm,6.4
,2012_leopoldkanaal:465:occurrence-capture,horizontal eye diameter,mm,6.75
,2012_leopoldkanaal:466:occurrence-capture,horizontal eye diameter,mm,5.3
,2012_leopoldkanaal:467:occurrence-capture,horizontal eye diameter,mm,6.9
,2012_leopoldkanaal:468:occurrence-capture,horizontal eye diameter,mm,6.4
,2012_leopoldkanaal:469:occurrence-capture,horizontal eye diameter,mm,6.4
,2012_leopoldkanaal:470:occurrence-capture,horizontal eye diameter,mm,7.05
,2012_leopoldkanaal:471:occurrence-capture,horizontal eye diameter,mm,6.5
,2012_leopoldkanaal:472:occurrence-capture,horizontal eye diameter,mm,9.7
,2012_leopoldkanaal:473:occurrence-capture,horizontal eye diameter,mm,9.7
