eventid,measurementtype,measurementvalue,measurementunit
etn:zeeschelde:2567:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2567:event-receiver-deployment,receiver intended coordinates,"latitude: 51.10507, longitude: 4.14106",""
etn:zeeschelde:2568:event-receiver-deployment,receiver intended coordinates,"latitude: 51.13594, longitude: 4.59381",""
etn:zeeschelde:2568:event-receiver-deployment,receiver id,VR2W-122357,""
etn:zeeschelde:2568:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2568:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:2568:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2606:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2606:event-receiver-deployment,receiver intended coordinates,"latitude: 51.14993, longitude: 4.58453",""
etn:zeeschelde:2606:event-receiver-deployment,receiver id,VR2W-112286,""
etn:zeeschelde:2606:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2606:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:2607:event-receiver-deployment,receiver id,VR2W-122339,""
etn:zeeschelde:2607:event-receiver-deployment,receiver intended coordinates,"latitude: 51.07183, longitude: 4.45474",""
etn:zeeschelde:2607:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2607:event-receiver-deployment,receiver drop dead date,2019-01-04,""
etn:zeeschelde:2607:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2609:event-receiver-deployment,receiver id,VR2W-113526,""
etn:zeeschelde:2609:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:2609:event-receiver-deployment,receiver intended coordinates,"latitude: 51.02347, longitude: 3.78826",""
etn:zeeschelde:2609:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2609:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2610:event-receiver-deployment,receiver intended coordinates,"latitude: 51.11731, longitude: 4.54958",""
etn:zeeschelde:2610:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2610:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2610:event-receiver-deployment,receiver id,VR2W-115429,""
etn:zeeschelde:2610:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:2614:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2614:event-receiver-deployment,receiver id,VR2W-127728,""
etn:zeeschelde:2614:event-receiver-deployment,receiver intended coordinates,"latitude: 51.29646, longitude: 4.28570",""
etn:zeeschelde:2614:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:2614:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2615:event-receiver-deployment,receiver id,VR2W-127732,""
etn:zeeschelde:2615:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:2615:event-receiver-deployment,receiver intended coordinates,"latitude: 51.30305, longitude: 4.28731",""
etn:zeeschelde:2615:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2615:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2628:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2628:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:2628:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2628:event-receiver-deployment,receiver id,VR2W-112287,""
etn:zeeschelde:2628:event-receiver-deployment,receiver drop dead date,2018-01-11,""
etn:zeeschelde:2652:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2652:event-receiver-deployment,receiver intended coordinates,"latitude: 51.23542, longitude: 4.39667",""
etn:zeeschelde:2652:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2652:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2652:event-receiver-deployment,receiver id,VR2W-127716,""
etn:zeeschelde:2653:event-receiver-deployment,receiver id,VR2W-127738,""
etn:zeeschelde:2653:event-receiver-deployment,receiver intended coordinates,"latitude: 51.19068, longitude: 4.33602",""
etn:zeeschelde:2653:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2653:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2653:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2654:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2654:event-receiver-deployment,receiver intended coordinates,"latitude: 51.19069, longitude: 4.32954",""
etn:zeeschelde:2654:event-receiver-deployment,receiver status,broken,""
etn:zeeschelde:2654:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2654:event-receiver-deployment,receiver id,VR2W-113528,""
etn:zeeschelde:2655:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2655:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2655:event-receiver-deployment,receiver id,VR2W-112295,""
etn:zeeschelde:2655:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2655:event-receiver-deployment,receiver intended coordinates,"latitude: 51.14319, longitude: 4.33078",""
etn:zeeschelde:2656:event-receiver-deployment,receiver id,VR2W-127719,""
etn:zeeschelde:2656:event-receiver-deployment,receiver intended coordinates,"latitude: 51.14222, longitude: 4.32646",""
etn:zeeschelde:2656:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2656:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2656:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2657:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2657:event-receiver-deployment,receiver intended coordinates,"latitude: 51.11414, longitude: 4.24123",""
etn:zeeschelde:2657:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2657:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2657:event-receiver-deployment,receiver id,VR2W-115442,""
etn:zeeschelde:2658:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2658:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2658:event-receiver-deployment,receiver intended coordinates,"latitude: 51.12287, longitude: 4.21840",""
etn:zeeschelde:2658:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2658:event-receiver-deployment,receiver id,VR2W-115441,""
etn:zeeschelde:2659:event-receiver-deployment,receiver intended coordinates,"latitude: 51.09258, longitude: 4.17083",""
etn:zeeschelde:2659:event-receiver-deployment,receiver id,VR2W-115430,""
etn:zeeschelde:2659:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2659:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2659:event-receiver-deployment,receiver drop dead date,2017-10-12,""
etn:zeeschelde:2660:event-receiver-deployment,receiver id,VR2W-122336,""
etn:zeeschelde:2660:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2660:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2660:event-receiver-deployment,receiver intended coordinates,"latitude: 51.07363, longitude: 4.19007",""
etn:zeeschelde:2660:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2662:event-receiver-deployment,receiver drop dead date,2018-06-12,""
etn:zeeschelde:2662:event-receiver-deployment,receiver id,VR2W-122367,""
etn:zeeschelde:2662:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2662:event-receiver-deployment,receiver intended coordinates,"latitude: 51.05593, longitude: 4.20024",""
etn:zeeschelde:2662:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2663:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2663:event-receiver-deployment,receiver id,VR2W-122363,""
etn:zeeschelde:2663:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2663:event-receiver-deployment,receiver intended coordinates,"latitude: 51.03203, longitude: 4.18166",""
etn:zeeschelde:2663:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2664:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2664:event-receiver-deployment,receiver intended coordinates,"latitude: 51.03955, longitude: 4.16605",""
etn:zeeschelde:2664:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2664:event-receiver-deployment,receiver id,VR2W-115444,""
etn:zeeschelde:2664:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2665:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2665:event-receiver-deployment,receiver intended coordinates,"latitude: 51.03855, longitude: 4.11750",""
etn:zeeschelde:2665:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2665:event-receiver-deployment,receiver id,VR2W-112292,""
etn:zeeschelde:2666:event-receiver-deployment,receiver status,lost,""
etn:zeeschelde:2666:event-receiver-deployment,receiver intended coordinates,"latitude: 51.04231, longitude: 4.09450",""
etn:zeeschelde:2666:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2666:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2666:event-receiver-deployment,receiver id,VR2W-113521,""
etn:zeeschelde:2667:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2667:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2667:event-receiver-deployment,receiver id,VR2W-122325,""
etn:zeeschelde:2667:event-receiver-deployment,receiver intended coordinates,"latitude: 51.04340, longitude: 4.04783",""
etn:zeeschelde:2667:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2668:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2668:event-receiver-deployment,receiver intended coordinates,"latitude: 51.02032, longitude: 3.96965",""
etn:zeeschelde:2668:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2668:event-receiver-deployment,receiver id,VR2W-122322,""
etn:zeeschelde:2668:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2669:event-receiver-deployment,receiver id,VR2W-115438,""
etn:zeeschelde:2669:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2669:event-receiver-deployment,receiver intended coordinates,"latitude: 51.01680, longitude: 3.92527",""
etn:zeeschelde:2669:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2669:event-receiver-deployment,receiver drop dead date,2017-10-12,""
etn:zeeschelde:2670:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2670:event-receiver-deployment,receiver drop dead date,2018-07-12,""
etn:zeeschelde:2670:event-receiver-deployment,receiver id,VR2W-112297,""
etn:zeeschelde:2670:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2670:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00164, longitude: 3.85695",""
etn:zeeschelde:2761:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2761:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2761:event-receiver-deployment,receiver drop dead date,2018-01-11,""
etn:zeeschelde:2761:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:2761:event-receiver-deployment,receiver id,VR2W-112287,""
etn:zeeschelde:2762:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:2762:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2762:event-receiver-deployment,receiver id,VR2W-112287,""
etn:zeeschelde:2762:event-receiver-deployment,receiver drop dead date,2018-01-11,""
etn:zeeschelde:2762:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2763:event-receiver-deployment,receiver drop dead date,2018-01-11,""
etn:zeeschelde:2763:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2763:event-receiver-deployment,receiver id,VR2W-112287,""
etn:zeeschelde:2763:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:2763:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2764:event-receiver-deployment,receiver drop dead date,2018-01-11,""
etn:zeeschelde:2764:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:2764:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2764:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2764:event-receiver-deployment,receiver id,VR2W-112287,""
etn:zeeschelde:3032:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:3032:event-receiver-deployment,receiver id,VR2W-112286,""
etn:zeeschelde:3032:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:3032:event-receiver-deployment,receiver intended coordinates,"latitude: 51.14993, longitude: 4.58453",""
etn:zeeschelde:3032:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:3034:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:3034:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:3034:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:3034:event-receiver-deployment,receiver id,VR2W-113526,""
etn:zeeschelde:3034:event-receiver-deployment,receiver intended coordinates,"latitude: 51.02347, longitude: 3.78826",""
etn:zeeschelde:3035:event-receiver-deployment,receiver intended coordinates,"latitude: 51.11731, longitude: 4.54958",""
etn:zeeschelde:3035:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:3035:event-receiver-deployment,receiver id,VR2W-115429,""
etn:zeeschelde:3035:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:3035:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:3036:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:3036:event-receiver-deployment,receiver id,VR2W-115435,""
etn:zeeschelde:3036:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:3036:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:3036:event-receiver-deployment,receiver intended coordinates,"latitude: 51.10507, longitude: 4.14106",""
etn:zeeschelde:3037:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:3037:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:3037:event-receiver-deployment,receiver id,VR2W-122357,""
etn:zeeschelde:3037:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:3037:event-receiver-deployment,receiver intended coordinates,"latitude: 51.13594, longitude: 4.59381",""
etn:zeeschelde:3038:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:3038:event-receiver-deployment,receiver id,VR2W-127728,""
etn:zeeschelde:3038:event-receiver-deployment,receiver intended coordinates,"latitude: 51.29646, longitude: 4.28570",""
etn:zeeschelde:3038:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:3038:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:3039:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:3039:event-receiver-deployment,receiver intended coordinates,"latitude: 51.30305, longitude: 4.28731",""
