type,modified,language,license,rightsholder,institutioncode,datasetid,datasetname,basisofrecord,eventid,samplingprotocol,eventdate,locality,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters
Event,2019-09-16T08:48:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:583:event-release,release,2012-01-10T15:20:00Z,Bovenschelde Zwijnaarde - upstream weir Tijarm near receiver,50.99154,3.72347,WGS84,30
Event,2019-09-16T08:48:26Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:583:event-surgery,surgery,2012-01-10T00:00:00Z,Merelbeke,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:49:50Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:584:event-capture,,2012-01-10T00:00:00Z,weir Merelbeke,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:49:50Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:584:event-release,release,2012-01-10T15:20:00Z,Bovenschelde Zwijnaarde - upstream weir Tijarm near receiver,50.99154,3.72347,WGS84,30
Event,2019-09-16T08:49:50Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:584:event-surgery,surgery,2012-01-10T00:00:00Z,Merelbeke,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:50:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:585:event-capture,,2012-01-10T00:00:00Z,weir Merelbeke,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:50:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:585:event-release,release,2012-01-10T15:20:00Z,Bovenschelde Zwijnaarde - upstream weir Tijarm near receiver,50.99154,3.72347,WGS84,30
Event,2019-09-16T08:50:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:585:event-surgery,surgery,2012-01-10T00:00:00Z,Merelbeke,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:52:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:586:event-capture,,2012-01-10T00:00:00Z,weir Merelbeke,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:52:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:586:event-release,release,2012-01-10T15:20:00Z,Bovenschelde Zwijnaarde - upstream weir Tijarm near receiver,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:52:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:586:event-surgery,surgery,2012-01-10T00:00:00Z,Merelbeke,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:40:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:587:event-capture,,2012-01-09T00:00:00Z,abandonned fykes (?),50.91645,3.66829,WGS84,30
Event,2019-09-16T08:40:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:587:event-release,release,2012-01-09T13:30:00Z,Bovenschelde Zwijnaarde - upstream weir Tijarm near receiver,50.99154,3.72347,WGS84,30
Event,2019-09-16T08:40:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:587:event-surgery,surgery,2012-01-09T00:00:00Z,Asper,50.91645,3.66829,WGS84,30
Event,2019-09-09T15:22:34Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:588:event-capture,,2012-01-04T00:00:00Z,weir gutter Asper,50.91803,3.66801,WGS84,30
Event,2019-09-09T15:22:34Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:588:event-release,release,2012-01-04T00:00:00Z,Bovenschelde Asper - upstream complex Asper near receiver,50.91475,3.67292,WGS84,30
Event,2019-09-09T15:22:34Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:588:event-surgery,surgery,2012-01-04T00:00:00Z,Asper,50.91803,3.66801,WGS84,30
Event,2019-09-09T15:25:04Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:589:event-capture,,2012-01-04T00:00:00Z,weir gutter Asper,50.91736,3.66788,WGS84,30
Event,2019-09-09T15:25:04Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:589:event-release,release,2012-01-04T00:00:00Z,Bovenschelde Asper - upstream complex Asper near receiver,50.91475,3.67292,WGS84,30
Event,2019-09-09T15:25:04Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:589:event-surgery,surgery,2012-01-04T00:00:00Z,Asper,50.91736,3.66788,WGS84,30
Event,2019-09-16T08:42:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:590:event-capture,,2012-01-09T00:00:00Z,abandonned fykes (?),50.91645,3.66829,WGS84,30
Event,2019-09-16T08:42:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:590:event-release,release,2012-01-09T13:30:00Z,Bovenschelde Zwijnaarde - upstream weir Tijarm near receiver,50.99154,3.72347,WGS84,30
Event,2019-09-16T08:42:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:590:event-surgery,surgery,2012-01-09T00:00:00Z,Asper,50.91645,3.66829,WGS84,30
Event,2019-09-16T08:43:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:591:event-capture,,2012-01-10T00:20:00Z,weir Asper,50.91645,3.66829,WGS84,30
Event,2019-09-16T08:43:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:591:event-release,release,2012-01-10T15:20:00Z,Bovenschelde Zwijnaarde - upstream weir Tijarm near receiver,50.99154,3.72347,WGS84,30
Event,2019-09-16T08:43:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:591:event-surgery,surgery,2012-01-10T00:00:00Z,Asper,50.91645,3.66829,WGS84,30
Event,2019-09-12T11:31:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:592:event-capture,,2012-01-05T00:00:00Z,weir gutter Asper,50.91644,3.66829,WGS84,30
Event,2019-09-12T11:31:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:592:event-release,release,2012-01-05T00:00:00Z,Ongeveer 100m bovens stuw Asper in sterk stromende stuwgeul :-(,50.91644,3.66829,WGS84,30
Event,2019-09-12T11:31:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:592:event-surgery,surgery,2012-01-04T00:00:00Z,Asper,50.91644,3.66829,WGS84,30
Event,2019-09-16T08:53:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:593:event-capture,,2011-12-14T14:30:00Z,weir Merelbeke,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:53:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:593:event-release,release,2011-12-14T14:30:00Z,Bovenschelde Zwijnaarde - upstream weir Tijarm near receiver,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:53:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:593:event-surgery,surgery,2011-12-14T00:00:00Z,Merelbeke,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:55:24Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:594:event-capture,,2011-12-14T14:30:00Z,weir Merelbeke,51.00835,3.74748,WGS84,30
Event,2019-09-16T08:55:24Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:594:event-release,release,2011-12-14T14:30:00Z,Bovenschelde Zwijnaarde - upstream weir Tijarm near receiver,50.99155,3.72347,WGS84,30
Event,2019-09-16T08:55:24Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2011_rivierprik:594:event-surgery,surgery,2011-12-14T00:00:00Z,Merelbeke,51.00835,3.74748,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:229:event-capture,double fyke nets,2012-10-16T10:39:07Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:229:event-release,release,2012-10-16T11:09:07Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:229:event-surgery,surgery,2012-10-16T00:00:00Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:230:event-capture,double fyke nets,2012-10-16T10:57:49Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:230:event-release,release,2012-10-16T11:27:49Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:230:event-surgery,surgery,2012-10-16T00:00:00Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:231:event-capture,double fyke nets,2012-10-16T10:20:00Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:231:event-release,release,2012-10-16T10:50:00Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:231:event-surgery,surgery,2012-10-16T00:00:00Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:232:event-capture,double fyke nets,2012-10-16T12:50:34Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:232:event-release,release,2012-10-16T13:20:34Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:232:event-surgery,surgery,2012-10-16T00:00:00Z,Isabellagemaal,51.27182,3.71234,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:387:event-capture,double fyke nets,2012-08-21T10:22:50Z,Leopoldkanaal (Fred's café),51.25165,3.54865,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:387:event-release,release,2012-08-21T10:52:50Z,Leopoldkanaal (Fred's caf‚),51.25165,3.54865,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:387:event-surgery,surgery,2012-08-21T00:00:00Z,Leopoldskanaal (Fred's café),51.25165,3.54865,WGS84,30
Event,2016-10-06T20:05:47Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:388:event-capture,double fyke nets,2012-08-21T10:16:00Z,Leopoldkanaal (Fred's café),51.25165,3.54865,WGS84,30
Event,2016-10-06T20:05:47Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:388:event-release,release,2012-08-21T10:46:00Z,Leopoldkanaal (Fred's caf‚),51.25165,3.54865,WGS84,30
Event,2016-10-06T20:05:47Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:388:event-surgery,surgery,2012-08-21T00:00:00Z,Leopoldskanaal (Fred's café),51.25165,3.54865,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:390:event-capture,double fyke nets,2012-08-14T15:49:41Z,Boerekreek,51.25984,3.57851,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:390:event-release,release,2012-08-14T16:19:41Z,Boerekreek,51.25984,3.57851,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2012_leopoldkanaal:390:event-surgery,surgery,2012-08-14T00:00:00Z,Boerekreek,51.25984,3.57851,WGS84,30
