type,modified,language,license,rightsholder,institutioncode,datasetid,datasetname,basisofrecord,eventid,samplingprotocol,eventdate,locality,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters
Event,2016-12-08T08:34:35Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2267:event-surgery,surgery,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:35:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2268:event-capture,,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:35:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2268:event-release,release,2015-09-01T00:00:00Z,Upstream shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:35:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2268:event-surgery,surgery,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:36:01Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2269:event-capture,,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:36:01Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2269:event-release,release,2015-09-01T00:00:00Z,Upstream shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:36:01Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2269:event-surgery,surgery,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:36:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2270:event-capture,,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:36:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2270:event-release,release,2015-09-01T00:00:00Z,Upstream shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:36:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2270:event-surgery,surgery,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:37:11Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2271:event-capture,,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:37:11Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2271:event-release,release,2015-09-01T00:00:00Z,Upstream shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:37:11Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2271:event-surgery,surgery,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:37:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2272:event-capture,,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:37:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2272:event-release,release,2015-09-01T00:00:00Z,Upstream shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:37:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2272:event-surgery,surgery,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:38:22Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2273:event-capture,,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:38:22Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2273:event-release,release,2015-09-01T00:00:00Z,Upstream shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:38:22Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2273:event-surgery,surgery,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:39:11Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2274:event-capture,,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:39:11Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2274:event-release,release,2015-09-01T00:00:00Z,Upstream shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:39:11Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2274:event-surgery,surgery,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:39:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2275:event-capture,,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:39:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2275:event-release,release,2015-09-01T00:00:00Z,Upstream shipping lock Genk,50.936,5.49211,WGS84,30
Event,2016-12-08T08:39:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2275:event-surgery,surgery,2015-09-01T00:00:00Z,Shipping lock Genk,50.936,5.49211,WGS84,30
Event,2019-03-14T15:14:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2276:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:14:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2276:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:14:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2276:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:14:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2277:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:14:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2277:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:14:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2277:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:14:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2278:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:14:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2278:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:14:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2278:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:15:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2279:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:15:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2279:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:15:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2279:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:15:58Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2280:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:15:58Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2280:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:15:58Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2280:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:20:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2281:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:20:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2281:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:20:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2281:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:20:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2282:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:20:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2282:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:20:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2282:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:21:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2283:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:21:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2283:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:21:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2283:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:21:29Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2284:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:21:29Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2284:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:21:29Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2284:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:21:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2285:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:21:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2285:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:21:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2285:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:22:00Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2286:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:22:00Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2286:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:22:00Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2286:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:22:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2287:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:22:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2287:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:22:15Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2287:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:22:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2288:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:22:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2288:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:22:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2288:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:22:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2289:event-capture,double fyke nets,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:22:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2289:event-release,release,2016-11-21T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:22:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2289:event-surgery,surgery,2016-11-21T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:28:35Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2290:event-capture,double fyke nets,2016-11-23T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:28:35Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2290:event-release,release,2016-11-23T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:28:35Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2290:event-surgery,surgery,2016-11-23T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:28:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2291:event-capture,double fyke nets,2016-11-23T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:28:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2291:event-release,release,2016-11-23T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:28:46Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2291:event-surgery,surgery,2016-11-23T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:29:00Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2292:event-capture,double fyke nets,2016-11-23T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:29:00Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2292:event-release,release,2016-11-23T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:29:00Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2292:event-surgery,surgery,2016-11-23T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:29:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2293:event-capture,double fyke nets,2016-11-23T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:29:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2293:event-release,release,2016-11-23T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:29:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2293:event-surgery,surgery,2016-11-23T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:29:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2294:event-capture,double fyke nets,2016-11-23T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
Event,2019-03-14T15:29:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2294:event-release,release,2016-11-23T00:00:00Z,HH5,51.01637,5.23341,WGS84,30
Event,2019-03-14T15:29:30Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2013_albertkanaal:2294:event-surgery,surgery,2016-11-23T00:00:00Z,Shipping lock Genk,50.93564,5.49701,WGS84,30
